                               Labor Force Data by County, 2007 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1603700000000   16     037   Custer County, ID                                 2007         2,329        2,249         80      3.4
CN1603900000000   16     039   Elmore County, ID                                 2007        11,249       10,809        440      3.9
CN1604100000000   16     041   Franklin County, ID                               2007         5,751        5,626        125      2.2
CN1604300000000   16     043   Fremont County, ID                                2007         5,777        5,586        191      3.3
CN1604500000000   16     045   Gem County, ID                                    2007         7,098        6,826        272      3.8
CN1604700000000   16     047   Gooding County, ID                                2007         8,805        8,612        193      2.2
CN1604900000000   16     049   Idaho County, ID                                  2007         7,079        6,717        362      5.1
CN1605100000000   16     051   Jefferson County, ID                              2007        11,121       10,847        274      2.5
CN1605300000000   16     053   Jerome County, ID                                 2007         9,827        9,546        281      2.9
CN1605500000000   16     055   Kootenai County, ID                               2007        69,433       67,106      2,327      3.4
CN1605700000000   16     057   Latah County, ID                                  2007        17,003       16,534        469      2.8
CN1605900000000   16     059   Lemhi County, ID                                  2007         3,745        3,572        173      4.6
CN1606100000000   16     061   Lewis County, ID                                  2007         1,703        1,658         45      2.6
CN1606300000000   16     063   Lincoln County, ID                                2007         2,565        2,476         89      3.5
CN1606500000000   16     065   Madison County, ID                                2007        16,441       16,085        356      2.2
CN1606700000000   16     067   Minidoka County, ID                               2007        10,051        9,659        392      3.9
CN1606900000000   16     069   Nez Perce County, ID                              2007        19,011       18,437        574      3.0
CN1607100000000   16     071   Oneida County, ID                                 2007         2,381        2,339         42      1.8
CN1607300000000   16     073   Owyhee County, ID                                 2007         4,488        4,402         86      1.9
CN1607500000000   16     075   Payette County, ID                                2007        10,520       10,076        444      4.2
CN1607700000000   16     077   Power County, ID                                  2007         3,753        3,602        151      4.0
CN1607900000000   16     079   Shoshone County, ID                               2007         5,864        5,552        312      5.3
CN1608100000000   16     081   Teton County, ID                                  2007         5,069        4,983         86      1.7
CN1608300000000   16     083   Twin Falls County, ID                             2007        37,746       36,699      1,047      2.8
CN1608500000000   16     085   Valley County, ID                                 2007         5,021        4,812        209      4.2
CN1608700000000   16     087   Washington County, ID                             2007         4,687        4,489        198      4.2
CN1700100000000   17     001   Adams County, IL                                  2007        39,619       38,088      1,531      3.9
CN1700300000000   17     003   Alexander County, IL                              2007         3,279        3,011        268      8.2
CN1700500000000   17     005   Bond County, IL                                   2007         8,771        8,320        451      5.1
CN1700700000000   17     007   Boone County, IL                                  2007        26,764       25,014      1,750      6.5
CN1700900000000   17     009   Brown County, IL                                  2007         3,479        3,384         95      2.7
CN1701100000000   17     011   Bureau County, IL                                 2007        19,494       18,551        943      4.8
CN1701300000000   17     013   Calhoun County, IL                                2007         2,656        2,482        174      6.6
CN1701500000000   17     015   Carroll County, IL                                2007         8,768        8,330        438      5.0
CN1701700000000   17     017   Cass County, IL                                   2007         7,713        7,384        329      4.3
CN1701900000000   17     019   Champaign County, IL                              2007       105,132      100,739      4,393      4.2
CN1702100000000   17     021   Christian County, IL                              2007        17,998       17,103        895      5.0
CN1702300000000   17     023   Clark County, IL                                  2007         8,979        8,484        495      5.5
CN1702500000000   17     025   Clay County, IL                                   2007         7,003        6,618        385      5.5
CN1702700000000   17     027   Clinton County, IL                                2007        19,352       18,446        906      4.7
CN1702900000000   17     029   Coles County, IL                                  2007        27,971       26,756      1,215      4.3
CN1703100000000   17     031   Cook County, IL                                   2007     2,615,750    2,478,215    137,535      5.3
CN1703300000000   17     033   Crawford County, IL                               2007         9,821        9,290        531      5.4
CN1703500000000   17     035   Cumberland County, IL                             2007         5,806        5,513        293      5.0
CN1703700000000   17     037   DeKalb County, IL                                 2007        59,179       56,635      2,544      4.3
CN1703900000000   17     039   De Witt County, IL                                2007         8,604        8,191        413      4.8
CN1704100000000   17     041   Douglas County, IL                                2007        10,561       10,114        447      4.2
CN1704300000000   17     043   DuPage County, IL                                 2007       530,011      509,543     20,468      3.9
CN1704500000000   17     045   Edgar County, IL                                  2007        10,614       10,072        542      5.1
CN1704700000000   17     047   Edwards County, IL                                2007         3,457        3,289        168      4.9
CN1704900000000   17     049   Effingham County, IL                              2007        18,869       18,109        760      4.0
CN1705100000000   17     051   Fayette County, IL                                2007        10,344        9,698        646      6.2
CN1705300000000   17     053   Ford County, IL                                   2007         7,350        6,988        362      4.9
CN1705500000000   17     055   Franklin County, IL                               2007        18,270       16,848      1,422      7.8
CN1705700000000   17     057   Fulton County, IL                                 2007        17,927       16,985        942      5.3
CN1705900000000   17     059   Gallatin County, IL                               2007         2,666        2,502        164      6.2
CN1706100000000   17     061   Greene County, IL                                 2007         7,183        6,827        356      5.0
CN1706300000000   17     063   Grundy County, IL                                 2007        25,757       24,282      1,475      5.7
CN1706500000000   17     065   Hamilton County, IL                               2007         4,312        4,072        240      5.6
CN1706700000000   17     067   Hancock County, IL                                2007         9,979        9,443        536      5.4
CN1706900000000   17     069   Hardin County, IL                                 2007         1,712        1,574        138      8.1
CN1707100000000   17     071   Henderson County, IL                              2007         4,059        3,844        215      5.3
CN1707300000000   17     073   Henry County, IL                                  2007        27,831       26,504      1,327      4.8
CN1707500000000   17     075   Iroquois County, IL                               2007        16,821       15,985        836      5.0
CN1707700000000   17     077   Jackson County, IL                                2007        33,163       31,649      1,514      4.6
CN1707900000000   17     079   Jasper County, IL                                 2007         5,207        4,941        266      5.1
CN1708100000000   17     081   Jefferson County, IL                              2007        21,365       20,318      1,047      4.9
CN1708300000000   17     083   Jersey County, IL                                 2007        11,867       11,230        637      5.4
CN1708500000000   17     085   Jo Daviess County, IL                             2007        13,790       13,237        553      4.0
CN1708700000000   17     087   Johnson County, IL                                2007         5,286        4,954        332      6.3
CN1708900000000   17     089   Kane County, IL                                   2007       269,449      257,360     12,089      4.5
CN1709100000000   17     091   Kankakee County, IL                               2007        55,889       52,393      3,496      6.3
CN1709300000000   17     093   Kendall County, IL                                2007        55,716       53,308      2,408      4.3
CN1709500000000   17     095   Knox County, IL                                   2007        25,636       24,356      1,280      5.0
CN1709700000000   17     097   Lake County, IL                                   2007       372,457      354,669     17,788      4.8
CN1709900000000   17     099   LaSalle County, IL                                2007        59,225       55,708      3,517      5.9
CN1710100000000   17     101   Lawrence County, IL                               2007         8,422        8,020        402      4.8
CN1710300000000   17     103   Lee County, IL                                    2007        18,624       17,687        937      5.0
CN1710500000000   17     105   Livingston County, IL                             2007        19,679       18,808        871      4.4
CN1710700000000   17     107   Logan County, IL                                  2007        13,537       12,891        646      4.8
CN1710900000000   17     109   McDonough County, IL                              2007        17,292       16,563        729      4.2
CN1711100000000   17     111   McHenry County, IL                                2007       178,885      171,106      7,779      4.3
CN1711300000000   17     113   McLean County, IL                                 2007        90,552       87,179      3,373      3.7
CN1711500000000   17     115   Macon County, IL                                  2007        54,603       51,550      3,053      5.6
CN1711700000000   17     117   Macoupin County, IL                               2007        24,830       23,361      1,469      5.9
CN1711900000000   17     119   Madison County, IL                                2007       141,006      133,485      7,521      5.3
CN1712100000000   17     121   Marion County, IL                                 2007        18,907       17,709      1,198      6.3
CN1712300000000   17     123   Marshall County, IL                               2007         7,345        7,027        318      4.3
CN1712500000000   17     125   Mason County, IL                                  2007         7,425        6,943        482      6.5
CN1712700000000   17     127   Massac County, IL                                 2007         7,668        7,240        428      5.6
CN1712900000000   17     129   Menard County, IL                                 2007         6,978        6,671        307      4.4
CN1713100000000   17     131   Mercer County, IL                                 2007         8,990        8,508        482      5.4
CN1713300000000   17     133   Monroe County, IL                                 2007        18,611       17,829        782      4.2
CN1713500000000   17     135   Montgomery County, IL                             2007        13,676       12,784        892      6.5
CN1713700000000   17     137   Morgan County, IL                                 2007        18,106       17,225        881      4.9
CN1713900000000   17     139   Moultrie County, IL                               2007         8,192        7,897        295      3.6
CN1714100000000   17     141   Ogle County, IL                                   2007        28,026       26,481      1,545      5.5
CN1714300000000   17     143   Peoria County, IL                                 2007        97,797       93,323      4,474      4.6
CN1714500000000   17     145   Perry County, IL                                  2007        10,033        9,209        824      8.2
CN1714700000000   17     147   Piatt County, IL                                  2007         9,084        8,742        342      3.8
CN1714900000000   17     149   Pike County, IL                                   2007         8,797        8,400        397      4.5
CN1715100000000   17     151   Pope County, IL                                   2007         1,976        1,839        137      6.9
CN1715300000000   17     153   Pulaski County, IL                                2007         2,946        2,738        208      7.1
CN1715500000000   17     155   Putnam County, IL                                 2007         3,235        3,049        186      5.7
CN1715700000000   17     157   Randolph County, IL                               2007        15,727       14,913        814      5.2
CN1715900000000   17     159   Richland County, IL                               2007         7,836        7,471        365      4.7
CN1716100000000   17     161   Rock Island County, IL                            2007        80,369       76,766      3,603      4.5
CN1716300000000   17     163   St. Clair County, IL                              2007       125,692      118,080      7,612      6.1
CN1716500000000   17     165   Saline County, IL                                 2007        12,751       11,941        810      6.4
CN1716700000000   17     167   Sangamon County, IL                               2007       108,005      103,218      4,787      4.4
CN1716900000000   17     169   Schuyler County, IL                               2007         4,447        4,269        178      4.0
CN1717100000000   17     171   Scott County, IL                                  2007         2,790        2,648        142      5.1
CN1717300000000   17     173   Shelby County, IL                                 2007        11,259       10,721        538      4.8
CN1717500000000   17     175   Stark County, IL                                  2007         3,004        2,852        152      5.1
CN1717700000000   17     177   Stephenson County, IL                             2007        25,541       24,248      1,293      5.1
CN1717900000000   17     179   Tazewell County, IL                               2007        73,660       70,563      3,097      4.2
CN1718100000000   17     181   Union County, IL                                  2007         8,437        7,863        574      6.8
CN1718300000000   17     183   Vermilion County, IL                              2007        37,863       35,545      2,318      6.1
CN1718500000000   17     185   Wabash County, IL                                 2007         6,438        6,088        350      5.4
CN1718700000000   17     187   Warren County, IL                                 2007         9,232        8,822        410      4.4
CN1718900000000   17     189   Washington County, IL                             2007         8,553        8,165        388      4.5
CN1719100000000   17     191   Wayne County, IL                                  2007         8,444        8,048        396      4.7
CN1719300000000   17     193   White County, IL                                  2007         8,035        7,626        409      5.1
CN1719500000000   17     195   Whiteside County, IL                              2007        30,904       29,275      1,629      5.3
CN1719700000000   17     197   Will County, IL                                   2007       361,414      344,122     17,292      4.8
CN1719900000000   17     199   Williamson County, IL                             2007        36,347       34,021      2,326      6.4
CN1720100000000   17     201   Winnebago County, IL                              2007       149,201      140,334      8,867      5.9
CN1720300000000   17     203   Woodford County, IL                               2007        21,530       20,794        736      3.4
CN1800100000000   18     001   Adams County, IN                                  2007        15,959       15,277        682      4.3
CN1800300000000   18     003   Allen County, IN                                  2007       180,707      172,101      8,606      4.8
CN1800500000000   18     005   Bartholomew County, IN                            2007        38,544       37,156      1,388      3.6
CN1800700000000   18     007   Benton County, IN                                 2007         4,337        4,146        191      4.4
CN1800900000000   18     009   Blackford County, IN                              2007         6,550        6,172        378      5.8
CN1801100000000   18     011   Boone County, IN                                  2007        27,960       26,995        965      3.5
CN1801300000000   18     013   Brown County, IN                                  2007         7,614        7,280        334      4.4
CN1801500000000   18     015   Carroll County, IN                                2007         9,926        9,523        403      4.1
CN1801700000000   18     017   Cass County, IN                                   2007        18,673       17,758        915      4.9
CN1801900000000   18     019   Clark County, IN                                  2007        55,140       52,748      2,392      4.3
CN1802100000000   18     021   Clay County, IN                                   2007        12,878       12,132        746      5.8
CN1802300000000   18     023   Clinton County, IN                                2007        16,769       16,013        756      4.5
CN1802500000000   18     025   Crawford County, IN                               2007         5,238        4,920        318      6.1
CN1802700000000   18     027   Daviess County, IN                                2007        15,123       14,660        463      3.1
CN1802900000000   18     029   Dearborn County, IN                               2007        26,093       24,778      1,315      5.0
CN1803100000000   18     031   Decatur County, IN                                2007        12,309       11,751        558      4.5
CN1803300000000   18     033   DeKalb County, IN                                 2007        20,698       19,564      1,134      5.5
CN1803500000000   18     035   Delaware County, IN                               2007        55,139       52,222      2,917      5.3
CN1803700000000   18     037   Dubois County, IN                                 2007        22,150       21,470        680      3.1
CN1803900000000   18     039   Elkhart County, IN                                2007       101,303       96,658      4,645      4.6
CN1804100000000   18     041   Fayette County, IN                                2007        10,431        9,675        756      7.2
CN1804300000000   18     043   Floyd County, IN                                  2007        37,949       36,375      1,574      4.1
CN1804500000000   18     045   Fountain County, IN                               2007         8,652        8,289        363      4.2
CN1804700000000   18     047   Franklin County, IN                               2007        11,785       11,135        650      5.5
CN1804900000000   18     049   Fulton County, IN                                 2007        10,364        9,863        501      4.8
CN1805100000000   18     051   Gibson County, IN                                 2007        16,759       15,994        765      4.6
CN1805300000000   18     053   Grant County, IN                                  2007        31,680       29,731      1,949      6.2
CN1805500000000   18     055   Greene County, IN                                 2007        15,810       15,000        810      5.1
CN1805700000000   18     057   Hamilton County, IN                               2007       140,741      136,618      4,123      2.9
CN1805900000000   18     059   Hancock County, IN                                2007        35,818       34,470      1,348      3.8
CN1806100000000   18     061   Harrison County, IN                               2007        19,410       18,538        872      4.5
CN1806300000000   18     063   Hendricks County, IN                              2007        72,418       70,048      2,370      3.3
CN1806500000000   18     065   Henry County, IN                                  2007        22,464       21,164      1,300      5.8
CN1806700000000   18     067   Howard County, IN                                 2007        37,588       35,523      2,065      5.5
CN1806900000000   18     069   Huntington County, IN                             2007        20,025       19,076        949      4.7
CN1807100000000   18     071   Jackson County, IN                                2007        21,892       21,036        856      3.9
CN1807300000000   18     073   Jasper County, IN                                 2007        15,511       14,775        736      4.7
CN1807500000000   18     075   Jay County, IN                                    2007        11,609       11,105        504      4.3
CN1807700000000   18     077   Jefferson County, IN                              2007        17,081       16,243        838      4.9
CN1807900000000   18     079   Jennings County, IN                               2007        13,665       12,964        701      5.1
CN1808100000000   18     081   Johnson County, IN                                2007        73,207       70,649      2,558      3.5
CN1808300000000   18     083   Knox County, IN                                   2007        19,724       18,934        790      4.0
CN1808500000000   18     085   Kosciusko County, IN                              2007        41,085       39,272      1,813      4.4
CN1808700000000   18     087   LaGrange County, IN                               2007        17,028       16,196        832      4.9
CN1808900000000   18     089   Lake County, IN                                   2007       226,108      214,416     11,692      5.2
CN1809100000000   18     091   LaPorte County, IN                                2007        52,577       49,915      2,662      5.1
CN1809300000000   18     093   Lawrence County, IN                               2007        22,133       20,696      1,437      6.5
CN1809500000000   18     095   Madison County, IN                                2007        60,540       56,701      3,839      6.3
CN1809700000000   18     097   Marion County, IN                                 2007       460,046      439,218     20,828      4.5
CN1809900000000   18     099   Marshall County, IN                               2007        22,795       21,693      1,102      4.8
CN1810100000000   18     101   Martin County, IN                                 2007         5,133        4,933        200      3.9
CN1810300000000   18     103   Miami County, IN                                  2007        16,465       15,532        933      5.7
CN1810500000000   18     105   Monroe County, IN                                 2007        68,676       66,116      2,560      3.7
CN1810700000000   18     107   Montgomery County, IN                             2007        19,251       18,509        742      3.9
CN1810900000000   18     109   Morgan County, IN                                 2007        36,810       35,273      1,537      4.2
CN1811100000000   18     111   Newton County, IN                                 2007         6,967        6,601        366      5.3
CN1811300000000   18     113   Noble County, IN                                  2007        23,161       21,903      1,258      5.4
CN1811500000000   18     115   Ohio County, IN                                   2007         3,026        2,877        149      4.9
CN1811700000000   18     117   Orange County, IN                                 2007        10,455        9,918        537      5.1
CN1811900000000   18     119   Owen County, IN                                   2007        11,192       10,641        551      4.9
CN1812100000000   18     121   Parke County, IN                                  2007         8,025        7,626        399      5.0
CN1812300000000   18     123   Perry County, IN                                  2007         9,706        9,275        431      4.4
CN1812500000000   18     125   Pike County, IN                                   2007         6,007        5,749        258      4.3
CN1812700000000   18     127   Porter County, IN                                 2007        83,076       79,893      3,183      3.8
CN1812900000000   18     129   Posey County, IN                                  2007        13,364       12,796        568      4.3
CN1813100000000   18     131   Pulaski County, IN                                2007         6,800        6,518        282      4.1
CN1813300000000   18     133   Putnam County, IN                                 2007        17,518       16,581        937      5.3
CN1813500000000   18     135   Randolph County, IN                               2007        12,656       11,942        714      5.6
CN1813700000000   18     137   Ripley County, IN                                 2007        13,911       13,280        631      4.5
CN1813900000000   18     139   Rush County, IN                                   2007         9,448        9,020        428      4.5
CN1814100000000   18     141   St. Joseph County, IN                             2007       132,785      126,293      6,492      4.9
CN1814300000000   18     143   Scott County, IN                                  2007        11,053       10,473        580      5.2
CN1814500000000   18     145   Shelby County, IN                                 2007        23,582       22,557      1,025      4.3
CN1814700000000   18     147   Spencer County, IN                                2007        10,427        9,992        435      4.2
CN1814900000000   18     149   Starke County, IN                                 2007        10,453        9,835        618      5.9
CN1815100000000   18     151   Steuben County, IN                                2007        16,494       15,506        988      6.0
CN1815300000000   18     153   Sullivan County, IN                               2007         8,918        8,426        492      5.5
CN1815500000000   18     155   Switzerland County, IN                            2007         5,687        5,466        221      3.9
CN1815700000000   18     157   Tippecanoe County, IN                             2007        81,511       78,292      3,219      3.9
CN1815900000000   18     159   Tipton County, IN                                 2007         7,708        7,349        359      4.7
CN1816100000000   18     161   Union County, IN                                  2007         3,619        3,449        170      4.7
CN1816300000000   18     163   Vanderburgh County, IN                            2007        90,815       86,554      4,261      4.7
CN1816500000000   18     165   Vermillion County, IN                             2007         7,890        7,447        443      5.6
CN1816700000000   18     167   Vigo County, IN                                   2007        50,120       47,466      2,654      5.3
CN1816900000000   18     169   Wabash County, IN                                 2007        16,993       16,173        820      4.8
CN1817100000000   18     171   Warren County, IN                                 2007         4,991        4,831        160      3.2
CN1817300000000   18     173   Warrick County, IN                                2007        30,489       29,304      1,185      3.9
CN1817500000000   18     175   Washington County, IN                             2007        14,011       13,277        734      5.2
CN1817700000000   18     177   Wayne County, IN                                  2007        33,800       31,984      1,816      5.4
CN1817900000000   18     179   Wells County, IN                                  2007        14,671       14,062        609      4.2
CN1818100000000   18     181   White County, IN                                  2007        12,286       11,744        542      4.4
CN1818300000000   18     183   Whitley County, IN                                2007        17,736       16,943        793      4.5
CN1900100000000   19     001   Adair County, IA                                  2007         4,400        4,246        154      3.5
CN1900300000000   19     003   Adams County, IA                                  2007         2,099        2,012         87      4.1
CN1900500000000   19     005   Allamakee County, IA                              2007         8,163        7,775        388      4.8
CN1900700000000   19     007   Appanoose County, IA                              2007         5,958        5,551        407      6.8
CN1900900000000   19     009   Audubon County, IA                                2007         3,276        3,148        128      3.9
CN1901100000000   19     011   Benton County, IA                                 2007        14,271       13,716        555      3.9
CN1901300000000   19     013   Black Hawk County, IA                             2007        72,687       69,979      2,708      3.7
CN1901500000000   19     015   Boone County, IA                                  2007        15,484       14,979        505      3.3
CN1901700000000   19     017   Bremer County, IA                                 2007        13,831       13,401        430      3.1
CN1901900000000   19     019   Buchanan County, IA                               2007        11,031       10,571        460      4.2
CN1902100000000   19     021   Buena Vista County, IA                            2007        10,388       10,060        328      3.2
CN1902300000000   19     023   Butler County, IA                                 2007         8,260        7,929        331      4.0
CN1902500000000   19     025   Calhoun County, IA                                2007         5,215        5,045        170      3.3
CN1902700000000   19     027   Carroll County, IA                                2007        12,239       11,918        321      2.6
CN1902900000000   19     029   Cass County, IA                                   2007         7,605        7,291        314      4.1
CN1903100000000   19     031   Cedar County, IA                                  2007        10,899       10,547        352      3.2
CN1903300000000   19     033   Cerro Gordo County, IA                            2007        25,646       24,645      1,001      3.9
CN1903500000000   19     035   Cherokee County, IA                               2007         6,624        6,385        239      3.6
CN1903700000000   19     037   Chickasaw County, IA                              2007         6,535        6,263        272      4.2
CN1903900000000   19     039   Clarke County, IA                                 2007         4,826        4,626        200      4.1
CN1904100000000   19     041   Clay County, IA                                   2007         9,756        9,453        303      3.1
CN1904300000000   19     043   Clayton County, IA                                2007         9,742        9,273        469      4.8
CN1904500000000   19     045   Clinton County, IA                                2007        27,443       26,422      1,021      3.7
CN1904700000000   19     047   Crawford County, IA                               2007         9,302        8,996        306      3.3
CN1904900000000   19     049   Dallas County, IA                                 2007        32,546       31,617        929      2.9
CN1905100000000   19     051   Davis County, IA                                  2007         4,080        3,896        184      4.5
CN1905300000000   19     053   Decatur County, IA                                2007         4,196        4,026        170      4.1
CN1905500000000   19     055   Delaware County, IA                               2007        10,770       10,388        382      3.5
CN1905700000000   19     057   Des Moines County, IA                             2007        21,064       20,134        930      4.4
CN1905900000000   19     059   Dickinson County, IA                              2007         9,744        9,364        380      3.9
CN1906100000000   19     061   Dubuque County, IA                                2007        52,040       49,974      2,066      4.0
CN1906300000000   19     063   Emmet County, IA                                  2007         5,928        5,710        218      3.7
CN1906500000000   19     065   Fayette County, IA                                2007        10,903       10,425        478      4.4
CN1906700000000   19     067   Floyd County, IA                                  2007         8,712        8,323        389      4.5
CN1906900000000   19     069   Franklin County, IA                               2007         5,964        5,755        209      3.5
CN1907100000000   19     071   Fremont County, IA                                2007         3,957        3,798        159      4.0
CN1907300000000   19     073   Greene County, IA                                 2007         4,989        4,813        176      3.5
CN1907500000000   19     075   Grundy County, IA                                 2007         6,805        6,589        216      3.2
CN1907700000000   19     077   Guthrie County, IA                                2007         5,857        5,634        223      3.8
CN1907900000000   19     079   Hamilton County, IA                               2007         8,645        8,369        276      3.2
CN1908100000000   19     081   Hancock County, IA                                2007         6,038        5,811        227      3.8
CN1908300000000   19     083   Hardin County, IA                                 2007         9,057        8,714        343      3.8
CN1908500000000   19     085   Harrison County, IA                               2007         7,780        7,455        325      4.2
CN1908700000000   19     087   Henry County, IA                                  2007        10,313        9,830        483      4.7
CN1908900000000   19     089   Howard County, IA                                 2007         5,243        5,052        191      3.6
CN1909100000000   19     091   Humboldt County, IA                               2007         5,199        5,039        160      3.1
CN1909300000000   19     093   Ida County, IA                                    2007         4,035        3,901        134      3.3
CN1909500000000   19     095   Iowa County, IA                                   2007         8,612        8,295        317      3.7
CN1909700000000   19     097   Jackson County, IA                                2007        11,174       10,654        520      4.7
CN1909900000000   19     099   Jasper County, IA                                 2007        17,936       16,803      1,133      6.3
CN1910100000000   19     101   Jefferson County, IA                              2007         8,370        8,027        343      4.1
CN1910300000000   19     103   Johnson County, IA                                2007        77,590       75,493      2,097      2.7
CN1910500000000   19     105   Jones County, IA                                  2007        10,453       10,021        432      4.1
CN1910700000000   19     107   Keokuk County, IA                                 2007         5,629        5,394        235      4.2
CN1910900000000   19     109   Kossuth County, IA                                2007         8,980        8,658        322      3.6
CN1911100000000   19     111   Lee County, IA                                    2007        17,332       16,341        991      5.7
CN1911300000000   19     113   Linn County, IA                                   2007       118,163      113,836      4,327      3.7
CN1911500000000   19     115   Louisa County, IA                                 2007         6,431        6,196        235      3.7
CN1911700000000   19     117   Lucas County, IA                                  2007         4,774        4,590        184      3.9
CN1911900000000   19     119   Lyon County, IA                                   2007         6,681        6,521        160      2.4
CN1912100000000   19     121   Madison County, IA                                2007         8,278        7,937        341      4.1
CN1912300000000   19     123   Mahaska County, IA                                2007        11,747       11,322        425      3.6
CN1912500000000   19     125   Marion County, IA                                 2007        17,815       17,179        636      3.6
CN1912700000000   19     127   Marshall County, IA                               2007        20,469       19,644        825      4.0
CN1912900000000   19     129   Mills County, IA                                  2007         8,086        7,787        299      3.7
CN1913100000000   19     131   Mitchell County, IA                               2007         5,571        5,386        185      3.3
CN1913300000000   19     133   Monona County, IA                                 2007         4,585        4,334        251      5.5
CN1913500000000   19     135   Monroe County, IA                                 2007         4,174        4,002        172      4.1
CN1913700000000   19     137   Montgomery County, IA                             2007         5,554        5,209        345      6.2
CN1913900000000   19     139   Muscatine County, IA                              2007        23,997       23,188        809      3.4
CN1914100000000   19     141   O'Brien County, IA                                2007         7,741        7,508        233      3.0
CN1914300000000   19     143   Osceola County, IA                                2007         3,349        3,238        111      3.3
CN1914500000000   19     145   Page County, IA                                   2007         8,375        7,991        384      4.6
CN1914700000000   19     147   Palo Alto County, IA                              2007         5,437        5,254        183      3.4
CN1914900000000   19     149   Plymouth County, IA                               2007        14,433       13,994        439      3.0
CN1915100000000   19     151   Pocahontas County, IA                             2007         4,132        4,001        131      3.2
CN1915300000000   19     153   Polk County, IA                                   2007       237,576      229,306      8,270      3.5
CN1915500000000   19     155   Pottawattamie County, IA                          2007        48,121       46,077      2,044      4.2
CN1915700000000   19     157   Poweshiek County, IA                              2007        10,749       10,329        420      3.9
CN1915900000000   19     159   Ringgold County, IA                               2007         2,455        2,353        102      4.2
CN1916100000000   19     161   Sac County, IA                                    2007         5,798        5,599        199      3.4
CN1916300000000   19     163   Scott County, IA                                  2007        88,870       85,553      3,317      3.7
CN1916500000000   19     165   Shelby County, IA                                 2007         7,539        7,295        244      3.2
CN1916700000000   19     167   Sioux County, IA                                  2007        19,339       18,850        489      2.5
CN1916900000000   19     169   Story County, IA                                  2007        48,044       46,713      1,331      2.8
CN1917100000000   19     171   Tama County, IA                                   2007         8,983        8,594        389      4.3
CN1917300000000   19     173   Taylor County, IA                                 2007         3,357        3,221        136      4.1
CN1917500000000   19     175   Union County, IA                                  2007         6,580        6,312        268      4.1
CN1917700000000   19     177   Van Buren County, IA                              2007         3,951        3,783        168      4.3
CN1917900000000   19     179   Wapello County, IA                                2007        18,850       18,034        816      4.3
CN1918100000000   19     181   Warren County, IA                                 2007        25,475       24,644        831      3.3
CN1918300000000   19     183   Washington County, IA                             2007        11,943       11,536        407      3.4
CN1918500000000   19     185   Wayne County, IA                                  2007         3,208        3,063        145      4.5
CN1918700000000   19     187   Webster County, IA                                2007        19,830       19,045        785      4.0
CN1918900000000   19     189   Winnebago County, IA                              2007         5,767        5,568        199      3.5
CN1919100000000   19     191   Winneshiek County, IA                             2007        12,425       11,973        452      3.6
CN1919300000000   19     193   Woodbury County, IA                               2007        54,875       52,748      2,127      3.9
CN1919500000000   19     195   Worth County, IA                                  2007         4,525        4,356        169      3.7
CN1919700000000   19     197   Wright County, IA                                 2007         7,003        6,729        274      3.9
CN2000100000000   20     001   Allen County, KS                                  2007         7,497        7,194        303      4.0
CN2000300000000   20     003   Anderson County, KS                               2007         4,144        3,949        195      4.7
CN2000500000000   20     005   Atchison County, KS                               2007         8,781        8,376        405      4.6
CN2000700000000   20     007   Barber County, KS                                 2007         2,618        2,534         84      3.2
CN2000900000000   20     009   Barton County, KS                                 2007        14,869       14,351        518      3.5
CN2001100000000   20     011   Bourbon County, KS                                2007         8,857        8,465        392      4.4
CN2001300000000   20     013   Brown County, KS                                  2007         5,509        5,282        227      4.1
CN2001500000000   20     015   Butler County, KS                                 2007        32,414       31,075      1,339      4.1
CN2001700000000   20     017   Chase County, KS                                  2007         1,584        1,520         64      4.0
CN2001900000000   20     019   Chautauqua County, KS                             2007         1,781        1,697         84      4.7
CN2002100000000   20     021   Cherokee County, KS                               2007        11,108       10,565        543      4.9
CN2002300000000   20     023   Cheyenne County, KS                               2007         1,416        1,366         50      3.5
CN2002500000000   20     025   Clark County, KS                                  2007         1,206        1,169         37      3.1
CN2002700000000   20     027   Clay County, KS                                   2007         5,067        4,897        170      3.4
CN2002900000000   20     029   Cloud County, KS                                  2007         5,590        5,391        199      3.6
CN2003100000000   20     031   Coffey County, KS                                 2007         5,101        4,871        230      4.5
CN2003300000000   20     033   Comanche County, KS                               2007         1,079        1,046         33      3.1
CN2003500000000   20     035   Cowley County, KS                                 2007        18,211       17,486        725      4.0
CN2003700000000   20     037   Crawford County, KS                               2007        20,216       19,230        986      4.9
CN2003900000000   20     039   Decatur County, KS                                2007         1,664        1,612         52      3.1
