                               Labor Force Data by County, 2005 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0107700000000   01     077   Lauderdale County, AL                             2005        42,063       39,905      2,158      5.1
CN0107900000000   01     079   Lawrence County, AL                               2005        15,979       15,087        892      5.6
CN0108100000000   01     081   Lee County, AL                                    2005        63,530       61,161      2,369      3.7
CN0108300000000   01     083   Limestone County, AL                              2005        35,123       33,561      1,562      4.4
CN0108500000000   01     085   Lowndes County, AL                                2005         4,952        4,554        398      8.0
CN0108700000000   01     087   Macon County, AL                                  2005         8,705        8,191        514      5.9
CN0108900000000   01     089   Madison County, AL                                2005       158,767      153,075      5,692      3.6
CN0109100000000   01     091   Marengo County, AL                                2005         8,603        8,109        494      5.7
CN0109300000000   01     093   Marion County, AL                                 2005        13,536       12,929        607      4.5
CN0109500000000   01     095   Marshall County, AL                               2005        41,954       40,314      1,640      3.9
CN0109700000000   01     097   Mobile County, AL                                 2005       180,384      171,439      8,945      5.0
CN0109900000000   01     099   Monroe County, AL                                 2005         9,587        8,996        591      6.2
CN0110100000000   01     101   Montgomery County, AL                             2005       105,148      100,336      4,812      4.6
CN0110300000000   01     103   Morgan County, AL                                 2005        55,700       53,187      2,513      4.5
CN0110500000000   01     105   Perry County, AL                                  2005         3,537        3,215        322      9.1
CN0110700000000   01     107   Pickens County, AL                                2005         7,960        7,527        433      5.4
CN0110900000000   01     109   Pike County, AL                                   2005        15,013       14,401        612      4.1
CN0111100000000   01     111   Randolph County, AL                               2005         9,823        9,218        605      6.2
CN0111300000000   01     113   Russell County, AL                                2005        21,501       20,203      1,298      6.0
CN0111500000000   01     115   St. Clair County, AL                              2005        33,750       32,407      1,343      4.0
CN0111700000000   01     117   Shelby County, AL                                 2005        94,699       91,783      2,916      3.1
CN0111900000000   01     119   Sumter County, AL                                 2005         4,865        4,512        353      7.3
CN0112100000000   01     121   Talladega County, AL                              2005        39,684       37,777      1,907      4.8
CN0112300000000   01     123   Tallapoosa County, AL                             2005        18,587       17,748        839      4.5
CN0112500000000   01     125   Tuscaloosa County, AL                             2005        84,810       81,638      3,172      3.7
CN0112700000000   01     127   Walker County, AL                                 2005        29,772       28,455      1,317      4.4
CN0112900000000   01     129   Washington County, AL                             2005         6,887        6,458        429      6.2
CN0113100000000   01     131   Wilcox County, AL                                 2005         3,626        3,290        336      9.3
CN0113300000000   01     133   Winston County, AL                                2005        10,365        9,840        525      5.1
CN0201300000000   02     013   Aleutians East Borough, AK                        2005         1,077          974        103      9.6
CN0201600000000   02     016   Aleutians West Census Area, AK                    2005         3,143        2,963        180      5.7
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2005       149,028      140,840      8,188      5.5
CN0205000000000   02     050   Bethel Census Area, AK                            2005         7,089        6,182        907     12.8
CN0206000000000   02     060   Bristol Bay Borough, AK                           2005           971          914         57      5.9
CN0206800000000   02     068   Denali Borough, AK                                2005         1,590        1,486        104      6.5
CN0207000000000   02     070   Dillingham Census Area, AK                        2005         2,062        1,842        220     10.7
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2005        45,247       42,606      2,641      5.8
CN0210000000000   02     100   Haines Borough, AK                                2005         1,472        1,340        132      9.0
CN0211000000000   02     110   Juneau Borough/city, AK                           2005        18,349       17,370        979      5.3
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2005        25,321       23,105      2,216      8.8
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2005         7,966        7,430        536      6.7
CN0215000000000   02     150   Kodiak Island Borough, AK                         2005         6,056        5,556        500      8.3
CN0215800000000   02     158   Kusilvak Census Area, AK                          2005         2,542        2,011        531     20.9
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2005         1,040          964         76      7.3
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2005        36,728       33,928      2,800      7.6
CN0218000000000   02     180   Nome Census Area, AK                              2005         3,979        3,486        493     12.4
CN0218500000000   02     185   North Slope Borough, AK                           2005         3,719        3,384        335      9.0
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2005         3,062        2,698        364     11.9
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2005         2,568        2,232        336     13.1
CN0222000000000   02     220   Sitka Borough/city, AK                            2005         4,745        4,481        264      5.6
CN0223200000000   02     232   Skagway-Hoonah-Angoon Census Area, AK             2005         1,846        1,601        245     13.3
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2005         3,310        2,963        347     10.5
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2005         5,264        4,764        500      9.5
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2005         2,931        2,635        296     10.1
CN0228200000000   02     282   Yakutat Borough/city, AK                          2005           320          286         34     10.6
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2005         3,139        2,772        367     11.7
CN0400100000000   04     001   Apache County, AZ                                 2005        20,054       17,952      2,102     10.5
CN0400300000000   04     003   Cochise County, AZ                                2005        55,774       53,097      2,677      4.8
CN0400500000000   04     005   Coconino County, AZ                               2005        67,883       64,549      3,334      4.9
CN0400700000000   04     007   Gila County, AZ                                   2005        20,667       19,446      1,221      5.9
CN0400900000000   04     009   Graham County, AZ                                 2005        12,261       11,525        736      6.0
CN0401100000000   04     011   Greenlee County, AZ                               2005         3,493        3,324        169      4.8
CN0401200000000   04     012   La Paz County, AZ                                 2005         7,703        7,181        522      6.8
CN0401300000000   04     013   Maricopa County, AZ                               2005     1,856,076    1,780,954     75,122      4.0
CN0401500000000   04     015   Mohave County, AZ                                 2005        89,079       85,271      3,808      4.3
CN0401700000000   04     017   Navajo County, AZ                                 2005        37,680       34,646      3,034      8.1
CN0401900000000   04     019   Pima County, AZ                                   2005       441,581      421,815     19,766      4.5
CN0402100000000   04     021   Pinal County, AZ                                  2005        87,422       82,541      4,881      5.6
CN0402300000000   04     023   Santa Cruz County, AZ                             2005        16,043       14,663      1,380      8.6
CN0402500000000   04     025   Yavapai County, AZ                                2005        91,442       87,403      4,039      4.4
CN0402700000000   04     027   Yuma County, AZ                                   2005        76,067       64,004     12,063     15.9
CN0500100000000   05     001   Arkansas County, AR                               2005        11,321       10,525        796      7.0
CN0500300000000   05     003   Ashley County, AR                                 2005         9,646        8,844        802      8.3
CN0500500000000   05     005   Baxter County, AR                                 2005        17,214       16,254        960      5.6
CN0500700000000   05     007   Benton County, AR                                 2005       100,203       96,959      3,244      3.2
CN0500900000000   05     009   Boone County, AR                                  2005        16,729       15,875        854      5.1
CN0501100000000   05     011   Bradley County, AR                                2005         5,507        5,074        433      7.9
CN0501300000000   05     013   Calhoun County, AR                                2005         2,686        2,502        184      6.9
CN0501500000000   05     015   Carroll County, AR                                2005        13,545       12,929        616      4.5
CN0501700000000   05     017   Chicot County, AR                                 2005         4,892        4,403        489     10.0
CN0501900000000   05     019   Clark County, AR                                  2005        11,051       10,375        676      6.1
CN0502100000000   05     021   Clay County, AR                                   2005         7,091        6,497        594      8.4
CN0502300000000   05     023   Cleburne County, AR                               2005        11,633       11,063        570      4.9
CN0502500000000   05     025   Cleveland County, AR                              2005         4,273        4,023        250      5.9
CN0502700000000   05     027   Columbia County, AR                               2005        11,089       10,385        704      6.3
CN0502900000000   05     029   Conway County, AR                                 2005         9,660        9,164        496      5.1
CN0503100000000   05     031   Craighead County, AR                              2005        45,084       42,935      2,149      4.8
CN0503300000000   05     033   Crawford County, AR                               2005        27,438       26,244      1,194      4.4
CN0503500000000   05     035   Crittenden County, AR                             2005        22,513       21,044      1,469      6.5
CN0503700000000   05     037   Cross County, AR                                  2005         8,502        7,856        646      7.6
CN0503900000000   05     039   Dallas County, AR                                 2005         3,868        3,597        271      7.0
CN0504100000000   05     041   Desha County, AR                                  2005         6,089        5,561        528      8.7
CN0504300000000   05     043   Drew County, AR                                   2005         8,680        7,944        736      8.5
CN0504500000000   05     045   Faulkner County, AR                               2005        52,018       49,704      2,314      4.4
CN0504700000000   05     047   Franklin County, AR                               2005         8,521        8,156        365      4.3
CN0504900000000   05     049   Fulton County, AR                                 2005         5,096        4,825        271      5.3
CN0505100000000   05     051   Garland County, AR                                2005        41,936       39,562      2,374      5.7
CN0505300000000   05     053   Grant County, AR                                  2005         8,663        8,242        421      4.9
CN0505500000000   05     055   Greene County, AR                                 2005        18,769       17,679      1,090      5.8
CN0505700000000   05     057   Hempstead County, AR                              2005        10,907       10,278        629      5.8
CN0505900000000   05     059   Hot Spring County, AR                             2005        15,158       14,358        800      5.3
CN0506100000000   05     061   Howard County, AR                                 2005         6,252        5,905        347      5.6
CN0506300000000   05     063   Independence County, AR                           2005        17,860       16,770      1,090      6.1
CN0506500000000   05     065   Izard County, AR                                  2005         5,254        4,917        337      6.4
CN0506700000000   05     067   Jackson County, AR                                2005         7,797        7,148        649      8.3
CN0506900000000   05     069   Jefferson County, AR                              2005        37,037       34,229      2,808      7.6
CN0507100000000   05     071   Johnson County, AR                                2005        10,992       10,455        537      4.9
CN0507300000000   05     073   Lafayette County, AR                              2005         3,218        2,979        239      7.4
CN0507500000000   05     075   Lawrence County, AR                               2005         7,517        6,955        562      7.5
CN0507700000000   05     077   Lee County, AR                                    2005         3,410        3,051        359     10.5
CN0507900000000   05     079   Lincoln County, AR                                2005         5,251        4,854        397      7.6
CN0508100000000   05     081   Little River County, AR                           2005         6,529        6,223        306      4.7
CN0508300000000   05     083   Logan County, AR                                  2005        10,076        9,580        496      4.9
CN0508500000000   05     085   Lonoke County, AR                                 2005        30,788       29,414      1,374      4.5
CN0508700000000   05     087   Madison County, AR                                2005         7,835        7,544        291      3.7
CN0508900000000   05     089   Marion County, AR                                 2005         6,801        6,450        351      5.2
CN0509100000000   05     091   Miller County, AR                                 2005        19,724       18,778        946      4.8
CN0509300000000   05     093   Mississippi County, AR                            2005        20,201       18,456      1,745      8.6
CN0509500000000   05     095   Monroe County, AR                                 2005         3,864        3,607        257      6.7
CN0509700000000   05     097   Montgomery County, AR                             2005         4,343        4,130        213      4.9
CN0509900000000   05     099   Nevada County, AR                                 2005         4,396        4,142        254      5.8
CN0510100000000   05     101   Newton County, AR                                 2005         3,598        3,415        183      5.1
CN0510300000000   05     103   Ouachita County, AR                               2005        12,590       11,705        885      7.0
CN0510500000000   05     105   Perry County, AR                                  2005         4,966        4,712        254      5.1
CN0510700000000   05     107   Phillips County, AR                               2005         8,837        8,033        804      9.1
CN0510900000000   05     109   Pike County, AR                                   2005         5,156        4,907        249      4.8
CN0511100000000   05     111   Poinsett County, AR                               2005        11,483       10,722        761      6.6
CN0511300000000   05     113   Polk County, AR                                   2005         8,701        8,264        437      5.0
CN0511500000000   05     115   Pope County, AR                                   2005        29,572       28,246      1,326      4.5
CN0511700000000   05     117   Prairie County, AR                                2005         4,310        4,053        257      6.0
CN0511900000000   05     119   Pulaski County, AR                                2005       190,594      181,400      9,194      4.8
CN0512100000000   05     121   Randolph County, AR                               2005         7,872        7,256        616      7.8
CN0512300000000   05     123   St. Francis County, AR                            2005        10,805        9,882        923      8.5
CN0512500000000   05     125   Saline County, AR                                 2005        47,337       45,291      2,046      4.3
CN0512700000000   05     127   Scott County, AR                                  2005         4,688        4,476        212      4.5
CN0512900000000   05     129   Searcy County, AR                                 2005         3,422        3,251        171      5.0
CN0513100000000   05     131   Sebastian County, AR                              2005        59,664       57,117      2,547      4.3
CN0513300000000   05     133   Sevier County, AR                                 2005         7,655        7,330        325      4.2
CN0513500000000   05     135   Sharp County, AR                                  2005         6,565        6,092        473      7.2
CN0513700000000   05     137   Stone County, AR                                  2005         4,514        4,220        294      6.5
CN0513900000000   05     139   Union County, AR                                  2005        20,130       18,747      1,383      6.9
CN0514100000000   05     141   Van Buren County, AR                              2005         7,018        6,585        433      6.2
CN0514300000000   05     143   Washington County, AR                             2005       100,890       97,492      3,398      3.4
CN0514500000000   05     145   White County, AR                                  2005        32,508       30,453      2,055      6.3
CN0514700000000   05     147   Woodruff County, AR                               2005         3,462        3,145        317      9.2
CN0514900000000   05     149   Yell County, AR                                   2005        10,659       10,213        446      4.2
CN0600100000000   06     001   Alameda County, CA                                2005       734,258      696,792     37,466      5.1
CN0600300000000   06     003   Alpine County, CA                                 2005           526          484         42      8.0
CN0600500000000   06     005   Amador County, CA                                 2005        17,199       16,237        962      5.6
CN0600700000000   06     007   Butte County, CA                                  2005        98,309       91,677      6,632      6.7
CN0600900000000   06     009   Calaveras County, CA                              2005        20,528       19,247      1,281      6.2
CN0601100000000   06     011   Colusa County, CA                                 2005         9,880        8,627      1,253     12.7
CN0601300000000   06     013   Contra Costa County, CA                           2005       509,864      485,198     24,666      4.8
CN0601500000000   06     015   Del Norte County, CA                              2005        10,736        9,940        796      7.4
CN0601700000000   06     017   El Dorado County, CA                              2005        91,050       86,697      4,353      4.8
CN0601900000000   06     019   Fresno County, CA                                 2005       407,163      370,589     36,574      9.0
CN0602100000000   06     021   Glenn County, CA                                  2005        11,535       10,565        970      8.4
CN0602300000000   06     023   Humboldt County, CA                               2005        59,523       55,891      3,632      6.1
CN0602500000000   06     025   Imperial County, CA                               2005        60,592       50,920      9,672     16.0
CN0602700000000   06     027   Inyo County, CA                                   2005         9,282        8,828        454      4.9
CN0602900000000   06     029   Kern County, CA                                   2005       326,748      299,406     27,342      8.4
CN0603100000000   06     031   Kings County, CA                                  2005        53,840       48,757      5,083      9.4
CN0603300000000   06     033   Lake County, CA                                   2005        25,985       23,927      2,058      7.9
CN0603500000000   06     035   Lassen County, CA                                 2005        12,247       11,265        982      8.0
CN0603700000000   06     037   Los Angeles County, CA                            2005     4,781,604    4,525,223    256,381      5.4
CN0603900000000   06     039   Madera County, CA                                 2005        61,881       57,015      4,866      7.9
CN0604100000000   06     041   Marin County, CA                                  2005       129,095      124,094      5,001      3.9
CN0604300000000   06     043   Mariposa County, CA                               2005         8,790        8,231        559      6.4
CN0604500000000   06     045   Mendocino County, CA                              2005        43,841       41,325      2,516      5.7
CN0604700000000   06     047   Merced County, CA                                 2005        98,738       88,880      9,858     10.0
CN0604900000000   06     049   Modoc County, CA                                  2005         4,001        3,683        318      7.9
CN0605100000000   06     051   Mono County, CA                                   2005         8,340        7,937        403      4.8
CN0605300000000   06     053   Monterey County, CA                               2005       206,565      191,535     15,030      7.3
CN0605500000000   06     055   Napa County, CA                                   2005        71,328       68,214      3,114      4.4
CN0605700000000   06     057   Nevada County, CA                                 2005        49,237       46,884      2,353      4.8
CN0605900000000   06     059   Orange County, CA                                 2005     1,585,916    1,526,586     59,330      3.7
CN0606100000000   06     061   Placer County, CA                                 2005       164,249      157,181      7,068      4.3
CN0606300000000   06     063   Plumas County, CA                                 2005        10,131        9,278        853      8.4
CN0606500000000   06     065   Riverside County, CA                              2005       852,578      806,877     45,701      5.4
CN0606700000000   06     067   Sacramento County, CA                             2005       664,327      631,504     32,823      4.9
CN0606900000000   06     069   San Benito County, CA                             2005        24,499       22,526      1,973      8.1
CN0607100000000   06     071   San Bernardino County, CA                         2005       851,470      807,163     44,307      5.2
CN0607300000000   06     073   San Diego County, CA                              2005     1,489,799    1,425,706     64,093      4.3
CN0607500000000   06     075   San Francisco County/city, CA                     2005       413,337      392,747     20,590      5.0
CN0607700000000   06     077   San Joaquin County, CA                            2005       283,588      261,289     22,299      7.9
CN0607900000000   06     079   San Luis Obispo County, CA                        2005       131,479      125,879      5,600      4.3
CN0608100000000   06     081   San Mateo County, CA                              2005       360,298      345,017     15,281      4.2
CN0608300000000   06     083   Santa Barbara County, CA                          2005       213,206      203,962      9,244      4.3
CN0608500000000   06     085   Santa Clara County, CA                            2005       815,361      772,046     43,315      5.3
CN0608700000000   06     087   Santa Cruz County, CA                             2005       142,992      134,029      8,963      6.3
CN0608900000000   06     089   Shasta County, CA                                 2005        81,748       75,826      5,922      7.2
CN0609100000000   06     091   Sierra County, CA                                 2005         1,580        1,449        131      8.3
CN0609300000000   06     093   Siskiyou County, CA                               2005        18,648       16,970      1,678      9.0
CN0609500000000   06     095   Solano County, CA                                 2005       208,486      197,341     11,145      5.3
CN0609700000000   06     097   Sonoma County, CA                                 2005       253,410      242,205     11,205      4.4
CN0609900000000   06     099   Stanislaus County, CA                             2005       226,627      207,585     19,042      8.4
CN0610100000000   06     101   Sutter County, CA                                 2005        39,999       36,145      3,854      9.6
CN0610300000000   06     103   Tehama County, CA                                 2005        25,199       23,470      1,729      6.9
CN0610500000000   06     105   Trinity County, CA                                2005         5,170        4,642        528     10.2
CN0610700000000   06     107   Tulare County, CA                                 2005       183,305      166,019     17,286      9.4
CN0610900000000   06     109   Tuolumne County, CA                               2005        25,983       24,312      1,671      6.4
CN0611100000000   06     111   Ventura County, CA                                2005       415,958      396,225     19,733      4.7
CN0611300000000   06     113   Yolo County, CA                                   2005        92,358       87,237      5,121      5.5
CN0611500000000   06     115   Yuba County, CA                                   2005        25,684       23,368      2,316      9.0
CN0800100000000   08     001   Adams County, CO                                  2005       209,927      197,954     11,973      5.7
CN0800300000000   08     003   Alamosa County, CO                                2005         8,138        7,694        444      5.5
CN0800500000000   08     005   Arapahoe County, CO                               2005       298,738      283,637     15,101      5.1
CN0800700000000   08     007   Archuleta County, CO                              2005         5,984        5,676        308      5.1
CN0800900000000   08     009   Baca County, CO                                   2005         2,268        2,181         87      3.8
CN0801100000000   08     011   Bent County, CO                                   2005         2,380        2,231        149      6.3
CN0801300000000   08     013   Boulder County, CO                                2005       168,036      160,654      7,382      4.4
CN0801400000000   08     014   Broomfield County/city, CO                        2005        24,506       23,324      1,182      4.8
CN0801500000000   08     015   Chaffee County, CO                                2005         8,179        7,744        435      5.3
CN0801700000000   08     017   Cheyenne County, CO                               2005         1,349        1,308         41      3.0
CN0801900000000   08     019   Clear Creek County, CO                            2005         5,837        5,563        274      4.7
CN0802100000000   08     021   Conejos County, CO                                2005         3,777        3,484        293      7.8
CN0802300000000   08     023   Costilla County, CO                               2005         1,346        1,210        136     10.1
CN0802500000000   08     025   Crowley County, CO                                2005         1,604        1,478        126      7.9
CN0802700000000   08     027   Custer County, CO                                 2005         2,015        1,920         95      4.7
CN0802900000000   08     029   Delta County, CO                                  2005        15,256       14,492        764      5.0
CN0803100000000   08     031   Denver County/city, CO                            2005       302,009      284,892     17,117      5.7
CN0803300000000   08     033   Dolores County, CO                                2005           978          910         68      7.0
CN0803500000000   08     035   Douglas County, CO                                2005       142,904      137,000      5,904      4.1
CN0803700000000   08     037   Eagle County, CO                                  2005        28,407       27,325      1,082      3.8
CN0803900000000   08     039   Elbert County, CO                                 2005        12,895       12,309        586      4.5
CN0804100000000   08     041   El Paso County, CO                                2005       289,307      274,069     15,238      5.3
CN0804300000000   08     043   Fremont County, CO                                2005        19,249       18,067      1,182      6.1
CN0804500000000   08     045   Garfield County, CO                               2005        29,793       28,683      1,110      3.7
CN0804700000000   08     047   Gilpin County, CO                                 2005         3,337        3,177        160      4.8
CN0804900000000   08     049   Grand County, CO                                  2005         8,387        8,047        340      4.1
CN0805100000000   08     051   Gunnison County, CO                               2005         9,008        8,655        353      3.9
CN0805300000000   08     053   Hinsdale County, CO                               2005           597          580         17      2.8
CN0805500000000   08     055   Huerfano County, CO                               2005         3,257        3,005        252      7.7
CN0805700000000   08     057   Jackson County, CO                                2005         1,135        1,090         45      4.0
CN0805900000000   08     059   Jefferson County, CO                              2005       304,514      289,606     14,908      4.9
CN0806100000000   08     061   Kiowa County, CO                                  2005           877          841         36      4.1
CN0806300000000   08     063   Kit Carson County, CO                             2005         4,341        4,193        148      3.4
CN0806500000000   08     065   Lake County, CO                                   2005         3,925        3,732        193      4.9
CN0806700000000   08     067   La Plata County, CO                               2005        29,763       28,637      1,126      3.8
CN0806900000000   08     069   Larimer County, CO                                2005       165,944      158,693      7,251      4.4
CN0807100000000   08     071   Las Animas County, CO                             2005         8,121        7,713        408      5.0
CN0807300000000   08     073   Lincoln County, CO                                2005         3,025        2,902        123      4.1
CN0807500000000   08     075   Logan County, CO                                  2005        10,613       10,189        424      4.0
CN0807700000000   08     077   Mesa County, CO                                   2005        70,811       67,350      3,461      4.9
CN0807900000000   08     079   Mineral County, CO                                2005           459          436         23      5.0
CN0808100000000   08     081   Moffat County, CO                                 2005         7,832        7,484        348      4.4
CN0808300000000   08     083   Montezuma County, CO                              2005        12,859       12,188        671      5.2
CN0808500000000   08     085   Montrose County, CO                               2005        19,741       18,813        928      4.7
CN0808700000000   08     087   Morgan County, CO                                 2005        14,282       13,675        607      4.3
CN0808900000000   08     089   Otero County, CO                                  2005         9,323        8,730        593      6.4
CN0809100000000   08     091   Ouray County, CO                                  2005         2,934        2,833        101      3.4
CN0809300000000   08     093   Park County, CO                                   2005         9,638        9,186        452      4.7
CN0809500000000   08     095   Phillips County, CO                               2005         2,277        2,198         79      3.5
CN0809700000000   08     097   Pitkin County, CO                                 2005        11,083       10,641        442      4.0
CN0809900000000   08     099   Prowers County, CO                                2005         7,437        7,086        351      4.7
CN0810100000000   08     101   Pueblo County, CO                                 2005        69,326       64,606      4,720      6.8
CN0810300000000   08     103   Rio Blanco County, CO                             2005         3,979        3,840        139      3.5
CN0810500000000   08     105   Rio Grande County, CO                             2005         6,520        6,141        379      5.8
CN0810700000000   08     107   Routt County, CO                                  2005        14,515       13,984        531      3.7
CN0810900000000   08     109   Saguache County, CO                               2005         3,074        2,844        230      7.5
CN0811100000000   08     111   San Juan County, CO                               2005           508          471         37      7.3
CN0811300000000   08     113   San Miguel County, CO                             2005         5,210        4,989        221      4.2
CN0811500000000   08     115   Sedgwick County, CO                               2005         1,617        1,567         50      3.1
CN0811700000000   08     117   Summit County, CO                                 2005        16,264       15,649        615      3.8
CN0811900000000   08     119   Teller County, CO                                 2005        12,597       11,975        622      4.9
CN0812100000000   08     121   Washington County, CO                             2005         2,754        2,650        104      3.8
CN0812300000000   08     123   Weld County, CO                                   2005       111,087      105,019      6,068      5.5
CN0812500000000   08     125   Yuma County, CO                                   2005         6,062        5,872        190      3.1
CN0900100000000   09     001   Fairfield County, CT                              2005       451,803      431,973     19,830      4.4
CN0900300000000   09     003   Hartford County, CT                               2005       437,887      414,699     23,188      5.3
CN0900500000000   09     005   Litchfield County, CT                             2005       102,186       97,509      4,677      4.6
CN0900700000000   09     007   Middlesex County, CT                              2005        89,289       85,484      3,805      4.3
CN0900900000000   09     009   New Haven County, CT                              2005       429,962      407,064     22,898      5.3
CN0901100000000   09     011   New London County, CT                             2005       144,132      137,659      6,473      4.5
CN0901300000000   09     013   Tolland County, CT                                2005        80,817       77,419      3,398      4.2
CN0901500000000   09     015   Windham County, CT                                2005        60,903       57,577      3,326      5.5
CN1000100000000   10     001   Kent County, DE                                   2005        72,015       69,394      2,621      3.6
CN1000300000000   10     003   New Castle County, DE                             2005       270,152      258,145     12,007      4.4
CN1000500000000   10     005   Sussex County, DE                                 2005        90,242       86,926      3,316      3.7
CN1100100000000   11     001   District of Columbia                              2005       315,616      295,484     20,132      6.4
CN1200100000000   12     001   Alachua County, FL                                2005       123,550      119,924      3,626      2.9
CN1200300000000   12     003   Baker County, FL                                  2005        11,112       10,751        361      3.2
CN1200500000000   12     005   Bay County, FL                                    2005        82,406       79,474      2,932      3.6
CN1200700000000   12     007   Bradford County, FL                               2005        11,709       11,334        375      3.2
CN1200900000000   12     009   Brevard County, FL                                2005       260,435      250,969      9,466      3.6
CN1201100000000   12     011   Broward County, FL                                2005       957,619      922,294     35,325      3.7
CN1201300000000   12     013   Calhoun County, FL                                2005         5,247        5,050        197      3.8
CN1201500000000   12     015   Charlotte County, FL                              2005        66,088       63,430      2,658      4.0
CN1201700000000   12     017   Citrus County, FL                                 2005        51,324       49,126      2,198      4.3
CN1201900000000   12     019   Clay County, FL                                   2005        86,643       83,661      2,982      3.4
CN1202100000000   12     021   Collier County, FL                                2005       145,136      140,087      5,049      3.5
CN1202300000000   12     023   Columbia County, FL                               2005        28,740       27,757        983      3.4
CN1202700000000   12     027   DeSoto County, FL                                 2005        13,556       12,937        619      4.6
CN1202900000000   12     029   Dixie County, FL                                  2005         5,550        5,339        211      3.8
CN1203100000000   12     031   Duval County, FL                                  2005       421,549      404,681     16,868      4.0
CN1203300000000   12     033   Escambia County, FL                               2005       135,677      130,436      5,241      3.9
CN1203500000000   12     035   Flagler County, FL                                2005        29,981       28,668      1,313      4.4
CN1203700000000   12     037   Franklin County, FL                               2005         5,136        4,950        186      3.6
CN1203900000000   12     039   Gadsden County, FL                                2005        20,488       19,692        796      3.9
