                               Labor Force Data by County, 2019 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0106300000000   01     063   Greene County, AL                                 2019         2,883        2,722        161      5.6
CN0106500000000   01     065   Hale County, AL                                   2019         6,119        5,878        241      3.9
CN0106700000000   01     067   Henry County, AL                                  2019         6,944        6,697        247      3.6
CN0106900000000   01     069   Houston County, AL                                2019        46,234       44,844      1,390      3.0
CN0107100000000   01     071   Jackson County, AL                                2019        23,484       22,712        772      3.3
CN0107300000000   01     073   Jefferson County, AL                              2019       318,755      309,664      9,091      2.9
CN0107500000000   01     075   Lamar County, AL                                  2019         5,849        5,670        179      3.1
CN0107700000000   01     077   Lauderdale County, AL                             2019        42,548       41,160      1,388      3.3
CN0107900000000   01     079   Lawrence County, AL                               2019        14,306       13,859        447      3.1
CN0108100000000   01     081   Lee County, AL                                    2019        76,580       74,500      2,080      2.7
CN0108300000000   01     083   Limestone County, AL                              2019        43,854       42,700      1,154      2.6
CN0108500000000   01     085   Lowndes County, AL                                2019         3,587        3,383        204      5.7
CN0108700000000   01     087   Macon County, AL                                  2019         7,850        7,513        337      4.3
CN0108900000000   01     089   Madison County, AL                                2019       185,219      180,505      4,714      2.5
CN0109100000000   01     091   Marengo County, AL                                2019         7,694        7,423        271      3.5
CN0109300000000   01     093   Marion County, AL                                 2019        12,932       12,486        446      3.4
CN0109500000000   01     095   Marshall County, AL                               2019        44,085       42,999      1,086      2.5
CN0109700000000   01     097   Mobile County, AL                                 2019       189,107      182,083      7,024      3.7
CN0109900000000   01     099   Monroe County, AL                                 2019         7,329        6,973        356      4.9
CN0110100000000   01     101   Montgomery County, AL                             2019       105,777      102,517      3,260      3.1
CN0110300000000   01     103   Morgan County, AL                                 2019        58,271       56,771      1,500      2.6
CN0110500000000   01     105   Perry County, AL                                  2019         3,413        3,235        178      5.2
CN0110700000000   01     107   Pickens County, AL                                2019         7,923        7,647        276      3.5
CN0110900000000   01     109   Pike County, AL                                   2019        15,428       14,924        504      3.3
CN0111100000000   01     111   Randolph County, AL                               2019         9,639        9,347        292      3.0
CN0111300000000   01     113   Russell County, AL                                2019        23,896       23,198        698      2.9
CN0111500000000   01     115   St. Clair County, AL                              2019        40,532       39,441      1,091      2.7
CN0111700000000   01     117   Shelby County, AL                                 2019       115,939      113,414      2,525      2.2
CN0111900000000   01     119   Sumter County, AL                                 2019         4,854        4,635        219      4.5
CN0112100000000   01     121   Talladega County, AL                              2019        35,769       34,556      1,213      3.4
CN0112300000000   01     123   Tallapoosa County, AL                             2019        18,652       18,096        556      3.0
CN0112500000000   01     125   Tuscaloosa County, AL                             2019       104,964      102,122      2,842      2.7
CN0112700000000   01     127   Walker County, AL                                 2019        25,347       24,517        830      3.3
CN0112900000000   01     129   Washington County, AL                             2019         6,800        6,487        313      4.6
CN0113100000000   01     131   Wilcox County, AL                                 2019         2,739        2,544        195      7.1
CN0113300000000   01     133   Winston County, AL                                2019        10,041        9,705        336      3.3
CN0201300000000   02     013   Aleutians East Borough, AK                        2019         2,428        2,360         68      2.8
CN0201600000000   02     016   Aleutians West Census Area, AK                    2019         3,606        3,477        129      3.6
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2019       146,949      139,526      7,423      5.1
CN0205000000000   02     050   Bethel Census Area, AK                            2019         7,025        6,120        905     12.9
CN0206000000000   02     060   Bristol Bay Borough, AK                           2019           441          414         27      6.1
CN0206800000000   02     068   Denali Borough, AK                                2019         1,038          950         88      8.5
CN0207000000000   02     070   Dillingham Census Area, AK                        2019         1,938        1,781        157      8.1
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2019        44,652       42,248      2,404      5.4
CN0210000000000   02     100   Haines Borough, AK                                2019         1,111        1,012         99      8.9
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2019         1,160        1,028        132     11.4
CN0211000000000   02     110   Juneau Borough/city, AK                           2019        16,999       16,243        756      4.4
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2019        26,161       24,383      1,778      6.8
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2019         6,884        6,456        428      6.2
CN0215000000000   02     150   Kodiak Island Borough, AK                         2019         5,912        5,582        330      5.6
CN0215800000000   02     158   Kusilvak Census Area, AK                          2019         2,682        2,164        518     19.3
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2019           708          638         70      9.9
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2019        46,901       43,661      3,240      6.9
CN0218000000000   02     180   Nome Census Area, AK                              2019         4,036        3,596        440     10.9
CN0218500000000   02     185   North Slope Borough, AK                           2019         3,485        3,261        224      6.4
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2019         2,934        2,523        411     14.0
CN0219500000000   02     195   Petersburg Borough, AK                            2019         1,388        1,267        121      8.7
CN0219800000000   02     198   Prince of Wales-Hyder Census Area, AK             2019         2,851        2,562        289     10.1
CN0222000000000   02     220   Sitka Borough/city, AK                            2019         4,336        4,155        181      4.2
CN0223000000000   02     230   Skagway Municipality, AK                          2019           822          746         76      9.2
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2019         2,810        2,558        252      9.0
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2019         4,815        4,452        363      7.5
CN0227500000000   02     275   Wrangell Borough/city, AK                         2019         1,002          925         77      7.7
CN0228200000000   02     282   Yakutat Borough/city, AK                          2019           246          227         19      7.7
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2019         2,458        2,113        345     14.0
CN0400100000000   04     001   Apache County, AZ                                 2019        20,487       18,468      2,019      9.9
CN0400300000000   04     003   Cochise County, AZ                                2019        50,594       47,695      2,899      5.7
CN0400500000000   04     005   Coconino County, AZ                               2019        77,507       73,206      4,301      5.5
CN0400700000000   04     007   Gila County, AZ                                   2019        21,677       20,485      1,192      5.5
CN0400900000000   04     009   Graham County, AZ                                 2019        15,351       14,608        743      4.8
CN0401100000000   04     011   Greenlee County, AZ                               2019         4,520        4,342        178      3.9
CN0401200000000   04     012   La Paz County, AZ                                 2019         9,334        8,789        545      5.8
CN0401300000000   04     013   Maricopa County, AZ                               2019     2,310,503    2,217,656     92,847      4.0
CN0401500000000   04     015   Mohave County, AZ                                 2019        87,792       82,815      4,977      5.7
CN0401700000000   04     017   Navajo County, AZ                                 2019        40,979       37,973      3,006      7.3
CN0401900000000   04     019   Pima County, AZ                                   2019       498,695      476,620     22,075      4.4
CN0402100000000   04     021   Pinal County, AZ                                  2019       187,480      178,309      9,171      4.9
CN0402300000000   04     023   Santa Cruz County, AZ                             2019        19,636       17,963      1,673      8.5
CN0402500000000   04     025   Yavapai County, AZ                                2019       106,880      102,138      4,742      4.4
CN0402700000000   04     027   Yuma County, AZ                                   2019        99,824       83,437     16,387     16.4
CN0500100000000   05     001   Arkansas County, AR                               2019         9,427        9,141        286      3.0
CN0500300000000   05     003   Ashley County, AR                                 2019         7,751        7,333        418      5.4
CN0500500000000   05     005   Baxter County, AR                                 2019        16,296       15,646        650      4.0
CN0500700000000   05     007   Benton County, AR                                 2019       137,211      133,610      3,601      2.6
CN0500900000000   05     009   Boone County, AR                                  2019        16,036       15,525        511      3.2
CN0501100000000   05     011   Bradley County, AR                                2019         4,483        4,298        185      4.1
CN0501300000000   05     013   Calhoun County, AR                                2019         2,453        2,345        108      4.4
CN0501500000000   05     015   Carroll County, AR                                2019        12,783       12,383        400      3.1
CN0501700000000   05     017   Chicot County, AR                                 2019         3,285        3,057        228      6.9
CN0501900000000   05     019   Clark County, AR                                  2019         9,691        9,323        368      3.8
CN0502100000000   05     021   Clay County, AR                                   2019         5,691        5,413        278      4.9
CN0502300000000   05     023   Cleburne County, AR                               2019         9,226        8,808        418      4.5
CN0502500000000   05     025   Cleveland County, AR                              2019         3,219        3,092        127      3.9
CN0502700000000   05     027   Columbia County, AR                               2019         9,140        8,730        410      4.5
CN0502900000000   05     029   Conway County, AR                                 2019         8,285        7,926        359      4.3
CN0503100000000   05     031   Craighead County, AR                              2019        55,652       54,097      1,555      2.8
CN0503300000000   05     033   Crawford County, AR                               2019        26,922       26,028        894      3.3
CN0503500000000   05     035   Crittenden County, AR                             2019        21,422       20,512        910      4.2
CN0503700000000   05     037   Cross County, AR                                  2019         7,411        7,097        314      4.2
CN0503900000000   05     039   Dallas County, AR                                 2019         2,840        2,706        134      4.7
CN0504100000000   05     041   Desha County, AR                                  2019         5,402        5,161        241      4.5
CN0504300000000   05     043   Drew County, AR                                   2019         7,864        7,456        408      5.2
CN0504500000000   05     045   Faulkner County, AR                               2019        62,431       60,556      1,875      3.0
CN0504700000000   05     047   Franklin County, AR                               2019         7,494        7,242        252      3.4
CN0504900000000   05     049   Fulton County, AR                                 2019         4,962        4,763        199      4.0
CN0505100000000   05     051   Garland County, AR                                2019        41,346       39,809      1,537      3.7
CN0505300000000   05     053   Grant County, AR                                  2019         8,403        8,136        267      3.2
CN0505500000000   05     055   Greene County, AR                                 2019        20,065       19,366        699      3.5
CN0505700000000   05     057   Hempstead County, AR                              2019         9,951        9,571        380      3.8
CN0505900000000   05     059   Hot Spring County, AR                             2019        14,019       13,509        510      3.6
CN0506100000000   05     061   Howard County, AR                                 2019         5,711        5,525        186      3.3
CN0506300000000   05     063   Independence County, AR                           2019        16,527       15,868        659      4.0
CN0506500000000   05     065   Izard County, AR                                  2019         4,912        4,643        269      5.5
CN0506700000000   05     067   Jackson County, AR                                2019         5,840        5,460        380      6.5
CN0506900000000   05     069   Jefferson County, AR                              2019        27,740       26,220      1,520      5.5
CN0507100000000   05     071   Johnson County, AR                                2019        10,278        9,809        469      4.6
CN0507300000000   05     073   Lafayette County, AR                              2019         2,466        2,351        115      4.7
CN0507500000000   05     075   Lawrence County, AR                               2019         6,817        6,533        284      4.2
CN0507700000000   05     077   Lee County, AR                                    2019         2,833        2,706        127      4.5
CN0507900000000   05     079   Lincoln County, AR                                2019         3,950        3,777        173      4.4
CN0508100000000   05     081   Little River County, AR                           2019         5,518        5,280        238      4.3
CN0508300000000   05     083   Logan County, AR                                  2019         8,583        8,210        373      4.3
CN0508500000000   05     085   Lonoke County, AR                                 2019        34,468       33,359      1,109      3.2
CN0508700000000   05     087   Madison County, AR                                2019         7,427        7,238        189      2.5
CN0508900000000   05     089   Marion County, AR                                 2019         6,673        6,406        267      4.0
CN0509100000000   05     091   Miller County, AR                                 2019        19,750       18,941        809      4.1
CN0509300000000   05     093   Mississippi County, AR                            2019        17,358       16,467        891      5.1
CN0509500000000   05     095   Monroe County, AR                                 2019         2,761        2,642        119      4.3
CN0509700000000   05     097   Montgomery County, AR                             2019         2,970        2,832        138      4.6
CN0509900000000   05     099   Nevada County, AR                                 2019         3,662        3,517        145      4.0
CN0510100000000   05     101   Newton County, AR                                 2019         3,335        3,218        117      3.5
CN0510300000000   05     103   Ouachita County, AR                               2019         9,838        9,330        508      5.2
CN0510500000000   05     105   Perry County, AR                                  2019         4,275        4,100        175      4.1
CN0510700000000   05     107   Phillips County, AR                               2019         6,379        5,996        383      6.0
CN0510900000000   05     109   Pike County, AR                                   2019         4,250        4,086        164      3.9
CN0511100000000   05     111   Poinsett County, AR                               2019        10,279        9,929        350      3.4
CN0511300000000   05     113   Polk County, AR                                   2019         8,121        7,782        339      4.2
CN0511500000000   05     115   Pope County, AR                                   2019        28,869       27,618      1,251      4.3
CN0511700000000   05     117   Prairie County, AR                                2019         3,586        3,430        156      4.4
CN0511900000000   05     119   Pulaski County, AR                                2019       190,248      183,776      6,472      3.4
CN0512100000000   05     121   Randolph County, AR                               2019         7,301        7,017        284      3.9
CN0512300000000   05     123   St. Francis County, AR                            2019         8,197        7,772        425      5.2
CN0512500000000   05     125   Saline County, AR                                 2019        59,114       57,450      1,664      2.8
CN0512700000000   05     127   Scott County, AR                                  2019         4,314        4,167        147      3.4
CN0512900000000   05     129   Searcy County, AR                                 2019         2,914        2,781        133      4.6
CN0513100000000   05     131   Sebastian County, AR                              2019        56,698       54,834      1,864      3.3
CN0513300000000   05     133   Sevier County, AR                                 2019         5,513        5,248        265      4.8
CN0513500000000   05     135   Sharp County, AR                                  2019         5,742        5,457        285      5.0
CN0513700000000   05     137   Stone County, AR                                  2019         4,726        4,503        223      4.7
CN0513900000000   05     139   Union County, AR                                  2019        15,847       15,018        829      5.2
CN0514100000000   05     141   Van Buren County, AR                              2019         5,741        5,455        286      5.0
CN0514300000000   05     143   Washington County, AR                             2019       124,967      121,914      3,053      2.4
CN0514500000000   05     145   White County, AR                                  2019        33,800       32,281      1,519      4.5
CN0514700000000   05     147   Woodruff County, AR                               2019         2,773        2,627        146      5.3
CN0514900000000   05     149   Yell County, AR                                   2019         8,417        8,081        336      4.0
CN0600100000000   06     001   Alameda County, CA                                2019       844,346      819,675     24,671      2.9
CN0600300000000   06     003   Alpine County, CA                                 2019           551          523         28      5.1
CN0600500000000   06     005   Amador County, CA                                 2019        14,900       14,328        572      3.8
CN0600700000000   06     007   Butte County, CA                                  2019        99,242       94,162      5,080      5.1
CN0600900000000   06     009   Calaveras County, CA                              2019        21,428       20,616        812      3.8
CN0601100000000   06     011   Colusa County, CA                                 2019        10,993        9,586      1,407     12.8
CN0601300000000   06     013   Contra Costa County, CA                           2019       561,757      544,496     17,261      3.1
CN0601500000000   06     015   Del Norte County, CA                              2019         9,674        9,119        555      5.7
CN0601700000000   06     017   El Dorado County, CA                              2019        92,022       88,785      3,237      3.5
CN0601900000000   06     019   Fresno County, CA                                 2019       450,760      418,092     32,668      7.2
CN0602100000000   06     021   Glenn County, CA                                  2019        12,997       12,201        796      6.1
CN0602300000000   06     023   Humboldt County, CA                               2019        62,507       60,254      2,253      3.6
CN0602500000000   06     025   Imperial County, CA                               2019        71,411       58,331     13,080     18.3
CN0602700000000   06     027   Inyo County, CA                                   2019         8,760        8,450        310      3.5
CN0602900000000   06     029   Kern County, CA                                   2019       390,999      360,783     30,216      7.7
CN0603100000000   06     031   Kings County, CA                                  2019        57,788       53,222      4,566      7.9
CN0603300000000   06     033   Lake County, CA                                   2019        29,158       27,687      1,471      5.0
CN0603500000000   06     035   Lassen County, CA                                 2019         9,869        9,416        453      4.6
CN0603700000000   06     037   Los Angeles County, CA                            2019     5,121,584    4,894,296    227,288      4.4
CN0603900000000   06     039   Madera County, CA                                 2019        61,945       57,651      4,294      6.9
CN0604100000000   06     041   Marin County, CA                                  2019       139,979      136,786      3,193      2.3
CN0604300000000   06     043   Mariposa County, CA                               2019         7,612        7,262        350      4.6
CN0604500000000   06     045   Mendocino County, CA                              2019        38,934       37,388      1,546      4.0
CN0604700000000   06     047   Merced County, CA                                 2019       116,226      106,866      9,360      8.1
CN0604900000000   06     049   Modoc County, CA                                  2019         3,171        2,947        224      7.1
CN0605100000000   06     051   Mono County, CA                                   2019         8,508        8,195        313      3.7
CN0605300000000   06     053   Monterey County, CA                               2019       222,516      208,717     13,799      6.2
CN0605500000000   06     055   Napa County, CA                                   2019        74,004       71,900      2,104      2.8
CN0605700000000   06     057   Nevada County, CA                                 2019        48,639       47,022      1,617      3.3
CN0605900000000   06     059   Orange County, CA                                 2019     1,623,421    1,578,334     45,087      2.8
CN0606100000000   06     061   Placer County, CA                                 2019       187,932      182,093      5,839      3.1
CN0606300000000   06     063   Plumas County, CA                                 2019         7,903        7,296        607      7.7
CN0606500000000   06     065   Riverside County, CA                              2019     1,104,035    1,057,884     46,151      4.2
CN0606700000000   06     067   Sacramento County, CA                             2019       712,394      686,298     26,096      3.7
CN0606900000000   06     069   San Benito County, CA                             2019        31,432       29,845      1,587      5.0
CN0607100000000   06     071   San Bernardino County, CA                         2019       967,719      930,709     37,010      3.8
CN0607300000000   06     073   San Diego County, CA                              2019     1,590,591    1,539,948     50,643      3.2
CN0607500000000   06     075   San Francisco County/city, CA                     2019       583,186      570,412     12,774      2.2
CN0607700000000   06     077   San Joaquin County, CA                            2019       327,077      307,854     19,223      5.9
CN0607900000000   06     079   San Luis Obispo County, CA                        2019       140,931      136,914      4,017      2.9
CN0608100000000   06     081   San Mateo County, CA                              2019       460,044      450,647      9,397      2.0
CN0608300000000   06     083   Santa Barbara County, CA                          2019       217,882      209,843      8,039      3.7
CN0608500000000   06     085   Santa Clara County, CA                            2019     1,053,723    1,027,527     26,196      2.5
CN0608700000000   06     087   Santa Cruz County, CA                             2019       142,277      135,530      6,747      4.7
CN0608900000000   06     089   Shasta County, CA                                 2019        74,353       70,878      3,475      4.7
CN0609100000000   06     091   Sierra County, CA                                 2019         1,326        1,255         71      5.4
CN0609300000000   06     093   Siskiyou County, CA                               2019        17,227       16,109      1,118      6.5
CN0609500000000   06     095   Solano County, CA                                 2019       209,527      201,672      7,855      3.7
CN0609700000000   06     097   Sonoma County, CA                                 2019       259,394      252,428      6,966      2.7
CN0609900000000   06     099   Stanislaus County, CA                             2019       243,454      228,753     14,701      6.0
CN0610100000000   06     101   Sutter County, CA                                 2019        45,785       42,440      3,345      7.3
CN0610300000000   06     103   Tehama County, CA                                 2019        25,650       24,228      1,422      5.5
CN0610500000000   06     105   Trinity County, CA                                2019         4,693        4,436        257      5.5
CN0610700000000   06     107   Tulare County, CA                                 2019       203,980      184,353     19,627      9.6
CN0610900000000   06     109   Tuolumne County, CA                               2019        21,317       20,366        951      4.5
CN0611100000000   06     111   Ventura County, CA                                2019       423,390      408,169     15,221      3.6
CN0611300000000   06     113   Yolo County, CA                                   2019       108,658      104,220      4,438      4.1
CN0611500000000   06     115   Yuba County, CA                                   2019        29,997       28,182      1,815      6.1
CN0800100000000   08     001   Adams County, CO                                  2019       275,440      267,375      8,065      2.9
CN0800300000000   08     003   Alamosa County, CO                                2019         8,726        8,413        313      3.6
CN0800500000000   08     005   Arapahoe County, CO                               2019       368,504      358,574      9,930      2.7
CN0800700000000   08     007   Archuleta County, CO                              2019         6,937        6,717        220      3.2
CN0800900000000   08     009   Baca County, CO                                   2019         2,175        2,138         37      1.7
CN0801100000000   08     011   Bent County, CO                                   2019         1,919        1,863         56      2.9
CN0801300000000   08     013   Boulder County, CO                                2019       196,991      192,351      4,640      2.4
CN0801400000000   08     014   Broomfield County/city, CO                        2019        40,520       39,528        992      2.4
CN0801500000000   08     015   Chaffee County, CO                                2019         9,871        9,636        235      2.4
CN0801700000000   08     017   Cheyenne County, CO                               2019         1,173        1,154         19      1.6
CN0801900000000   08     019   Clear Creek County, CO                            2019         6,110        5,960        150      2.5
CN0802100000000   08     021   Conejos County, CO                                2019         4,165        4,013        152      3.6
CN0802300000000   08     023   Costilla County, CO                               2019         1,888        1,814         74      3.9
CN0802500000000   08     025   Crowley County, CO                                2019         1,525        1,460         65      4.3
CN0802700000000   08     027   Custer County, CO                                 2019         2,088        2,025         63      3.0
CN0802900000000   08     029   Delta County, CO                                  2019        14,519       14,035        484      3.3
CN0803100000000   08     031   Denver County/city, CO                            2019       421,322      409,974     11,348      2.7
CN0803300000000   08     033   Dolores County, CO                                2019         1,164        1,129         35      3.0
CN0803500000000   08     035   Douglas County, CO                                2019       196,248      191,586      4,662      2.4
CN0803700000000   08     037   Eagle County, CO                                  2019        37,073       36,241        832      2.2
CN0803900000000   08     039   Elbert County, CO                                 2019        15,344       15,009        335      2.2
CN0804100000000   08     041   El Paso County, CO                                2019       342,735      331,453     11,282      3.3
CN0804300000000   08     043   Fremont County, CO                                2019        15,251       14,548        703      4.6
CN0804500000000   08     045   Garfield County, CO                               2019        32,910       32,021        889      2.7
CN0804700000000   08     047   Gilpin County, CO                                 2019         3,820        3,732         88      2.3
CN0804900000000   08     049   Grand County, CO                                  2019         9,978        9,765        213      2.1
CN0805100000000   08     051   Gunnison County, CO                               2019        11,594       11,346        248      2.1
CN0805300000000   08     053   Hinsdale County, CO                               2019           438          422         16      3.7
CN0805500000000   08     055   Huerfano County, CO                               2019         2,542        2,396        146      5.7
CN0805700000000   08     057   Jackson County, CO                                2019         1,003          980         23      2.3
CN0805900000000   08     059   Jefferson County, CO                              2019       338,722      330,124      8,598      2.5
CN0806100000000   08     061   Kiowa County, CO                                  2019           965          950         15      1.6
CN0806300000000   08     063   Kit Carson County, CO                             2019         4,365        4,292         73      1.7
CN0806500000000   08     065   Lake County, CO                                   2019         4,994        4,878        116      2.3
CN0806700000000   08     067   La Plata County, CO                               2019        32,305       31,495        810      2.5
CN0806900000000   08     069   Larimer County, CO                                2019       206,483      201,624      4,859      2.4
CN0807100000000   08     071   Las Animas County, CO                             2019         6,635        6,377        258      3.9
CN0807300000000   08     073   Lincoln County, CO                                2019         2,431        2,375         56      2.3
CN0807500000000   08     075   Logan County, CO                                  2019        11,167       10,904        263      2.4
CN0807700000000   08     077   Mesa County, CO                                   2019        76,614       73,986      2,628      3.4
CN0807900000000   08     079   Mineral County, CO                                2019           533          521         12      2.3
CN0808100000000   08     081   Moffat County, CO                                 2019         7,450        7,195        255      3.4
CN0808300000000   08     083   Montezuma County, CO                              2019        13,038       12,486        552      4.2
CN0808500000000   08     085   Montrose County, CO                               2019        22,010       21,327        683      3.1
CN0808700000000   08     087   Morgan County, CO                                 2019        16,582       16,146        436      2.6
CN0808900000000   08     089   Otero County, CO                                  2019         8,495        8,150        345      4.1
CN0809100000000   08     091   Ouray County, CO                                  2019         2,454        2,383         71      2.9
CN0809300000000   08     093   Park County, CO                                   2019        11,292       11,010        282      2.5
CN0809500000000   08     095   Phillips County, CO                               2019         2,631        2,589         42      1.6
CN0809700000000   08     097   Pitkin County, CO                                 2019        11,395       11,041        354      3.1
CN0809900000000   08     099   Prowers County, CO                                2019         6,408        6,240        168      2.6
CN0810100000000   08     101   Pueblo County, CO                                 2019        76,276       73,147      3,129      4.1
CN0810300000000   08     103   Rio Blanco County, CO                             2019         3,019        2,908        111      3.7
CN0810500000000   08     105   Rio Grande County, CO                             2019         5,506        5,280        226      4.1
CN0810700000000   08     107   Routt County, CO                                  2019        16,491       16,132        359      2.2
CN0810900000000   08     109   Saguache County, CO                               2019         3,606        3,462        144      4.0
CN0811100000000   08     111   San Juan County, CO                               2019           570          553         17      3.0
CN0811300000000   08     113   San Miguel County, CO                             2019         5,900        5,737        163      2.8
CN0811500000000   08     115   Sedgwick County, CO                               2019         1,231        1,206         25      2.0
CN0811700000000   08     117   Summit County, CO                                 2019        23,179       22,760        419      1.8
CN0811900000000   08     119   Teller County, CO                                 2019        12,821       12,425        396      3.1
CN0812100000000   08     121   Washington County, CO                             2019         3,000        2,941         59      2.0
CN0812300000000   08     123   Weld County, CO                                   2019       170,001      165,670      4,331      2.5
CN0812500000000   08     125   Yuma County, CO                                   2019         6,224        6,126         98      1.6
CN0900100000000   09     001   Fairfield County, CT                              2019       481,023      463,547     17,476      3.6
CN0900300000000   09     003   Hartford County, CT                               2019       483,303      464,533     18,770      3.9
CN0900500000000   09     005   Litchfield County, CT                             2019       105,182      101,543      3,639      3.5
CN0900700000000   09     007   Middlesex County, CT                              2019        93,696       90,703      2,993      3.2
CN0900900000000   09     009   New Haven County, CT                              2019       461,613      443,514     18,099      3.9
CN0901100000000   09     011   New London County, CT                             2019       137,386      132,423      4,963      3.6
CN0901300000000   09     013   Tolland County, CT                                2019        87,047       84,207      2,840      3.3
CN0901500000000   09     015   Windham County, CT                                2019        64,281       61,697      2,584      4.0
CN1000100000000   10     001   Kent County, DE                                   2019        79,411       76,097      3,314      4.2
CN1000300000000   10     003   New Castle County, DE                             2019       300,148      289,100     11,048      3.7
CN1000500000000   10     005   Sussex County, DE                                 2019       107,706      103,648      4,058      3.8
CN1100100000000   11     001   District of Columbia                              2019       409,969      387,482     22,487      5.5
CN1200100000000   12     001   Alachua County, FL                                2019       139,217      135,112      4,105      2.9
CN1200300000000   12     003   Baker County, FL                                  2019        11,852       11,484        368      3.1
CN1200500000000   12     005   Bay County, FL                                    2019        84,235       80,980      3,255      3.9
CN1200700000000   12     007   Bradford County, FL                               2019        11,062       10,715        347      3.1
CN1200900000000   12     009   Brevard County, FL                                2019       284,087      275,025      9,062      3.2
CN1201100000000   12     011   Broward County, FL                                2019     1,040,519    1,008,813     31,706      3.0
CN1201300000000   12     013   Calhoun County, FL                                2019         4,819        4,622        197      4.1
CN1201500000000   12     015   Charlotte County, FL                              2019        71,865       69,239      2,626      3.7
CN1201700000000   12     017   Citrus County, FL                                 2019        47,377       45,096      2,281      4.8
CN1201900000000   12     019   Clay County, FL                                   2019       107,718      104,467      3,251      3.0
CN1202100000000   12     021   Collier County, FL                                2019       180,626      175,040      5,586      3.1
CN1202300000000   12     023   Columbia County, FL                               2019        29,797       28,831        966      3.2
CN1202700000000   12     027   DeSoto County, FL                                 2019        14,185       13,686        499      3.5
CN1202900000000   12     029   Dixie County, FL                                  2019         5,828        5,606        222      3.8
CN1203100000000   12     031   Duval County, FL                                  2019       491,946      475,890     16,056      3.3
CN1203300000000   12     033   Escambia County, FL                               2019       145,919      141,253      4,666      3.2
CN1203500000000   12     035   Flagler County, FL                                2019        47,030       45,235      1,795      3.8
CN1203700000000   12     037   Franklin County, FL                               2019         4,650        4,486        164      3.5
