"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Jefferson County, AL"	"01073"	127705	11848682	1077.80
	"Lamar County, AL"	"01075"	3504	266614	1314.26
	"Lauderdale County, AL"	"01077"	18083	1631805	1108.16
	"Lawrence County, AL"	"01079"	6746	614539	1097.73
	"Lee County, AL"	"01081"	15667	2420055	647.38
	"Limestone County, AL"	"01083"	11558	1404158	823.13
	"Lowndes County, AL"	"01085"	2473	214046	1155.36
	"Macon County, AL"	"01087"	4671	392006	1191.56
	"Madison County, AL"	"01089"	45413	5711502	795.11
	"Marengo County, AL"	"01091"	4575	382441	1196.26
	"Marion County, AL"	"01093"	7157	551316	1298.17
	"Marshall County, AL"	"01095"	18288	1606785	1138.17
	"Mobile County, AL"	"01097"	73428	7320274	1003.08
	"Monroe County, AL"	"01099"	4634	417600	1109.67
	"Montgomery County, AL"	"01101"	37097	4068324	911.85
	"Morgan County, AL"	"01103"	20815	2090840	995.53
	"Perry County, AL"	"01105"	2583	193641	1333.91
	"Pickens County, AL"	"01107"	4592	363998	1261.55
	"Pike County, AL"	"01109"	5675	570092	995.45
	"Randolph County, AL"	"01111"	5072	406885	1246.54
	"Russell County, AL"	"01113"	10247	953288	1074.91
	"St. Clair County, AL"	"01115"	13660	1393752	980.09
	"Shelby County, AL"	"01117"	20354	3250668	626.15
	"Sumter County, AL"	"01119"	2822	250888	1124.80
	"Talladega County, AL"	"01121"	16671	1464961	1137.98
	"Tallapoosa County, AL"	"01123"	9425	742256	1269.78
	"Tuscaloosa County, AL"	"01125"	28418	3332133	852.85
	"Walker County, AL"	"01127"	17241	1220622	1412.48
	"Washington County, AL"	"01129"	3321	314975	1054.37
	"Wilcox County, AL"	"01131"	2646	216682	1221.14
	"Winston County, AL"	"01133"	5416	440460	1229.62
	"Aleutians East Borough, AK"	"02013"	125	53775	232.45
	"Aleutians West Census Area, AK"	"02016"	249	101024	246.48
	"Anchorage Borough, AK"	"02020"	24459	5086614	480.85
	"Bethel Census Area, AK"	"02050"	1742	305286	570.61
	"Bristol Bay Borough, AK"	"02060"	123	19294	637.50
	"Denali Borough, AK"	"02068"	95	26123	363.66
	"Dillingham Census Area, AK"	"02070"	542	87972	616.11
	"Fairbanks North Star Borough, AK"	"02090"	7090	1673807	423.59
	"Haines Borough, AK"	"02100"	315	43592	722.61
	"Hoonah-Angoon Census Area, AK"	"02105"	53	6277	844.35
	"Juneau Borough, AK"	"02110"	2824	565275	499.58
	"Kenai Peninsula Borough, AK"	"02122"	6214	968099	641.88
	"Ketchikan Gateway Borough, AK"	"02130"	1638	244797	669.13
	"Kodiak Island Borough, AK"	"02150"	1007	244722	411.49
	"Lake and Peninsula Borough, AK"	"02164"	249	29724	837.71
	"Matanuska-Susitna Borough, AK"	"02170"	7614	1460858	521.20
	"Nome Census Area, AK"	"02180"	1178	170374	691.42
	"North Slope Borough, AK"	"02185"	764	156384	488.54
	"Northwest Arctic Borough, AK"	"02188"	778	134648	577.80
	"Petersburg Borough/Census Area, AK"	"02195"	68	9473	717.83
	"Prince of Wales-Hyder Census Area, AK"	"02198"	150	19100	785.34
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	458	87366	524.23
	"Sitka Borough, AK"	"02220"	1032	159976	645.10
	"Skagway Municipality, AK"	"02230"	11	3177	346.24 (Unreliable)
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	258	48607	530.79
	"Southeast Fairbanks Census Area, AK"	"02240"	701	118688	590.62
	"Valdez-Cordova Census Area, AK"	"02261"	962	175679	547.59
	"Wade Hampton Census Area, AK"	"02270"	884	134559	656.96
	"Wrangell City and Borough, AK"	"02275"	61	7187	848.75
	"Wrangell-Petersburg Census Area, AK"	"02280"	729	93285	781.48
	"Yakutat Borough, AK"	"02282"	65	12171	534.06
	"Yukon-Koyukuk Census Area, AK"	"02290"	940	113667	826.98
	"Apache County, AZ"	"04001"	9982	1264681	789.29
	"Cochise County, AZ"	"04003"	20999	2262328	928.20
	"Coconino County, AZ"	"04005"	12018	2329635	515.87
	"Gila County, AZ"	"04007"	12270	945259	1298.06
	"Graham County, AZ"	"04009"	4963	636987	779.14
	"Greenlee County, AZ"	"04011"	1057	152355	693.77
	"La Paz County, AZ"	"04012"	4171	362989	1149.07
	"Maricopa County, AZ"	"04013"	456721	65854171	693.53
	"Mohave County, AZ"	"04015"	45628	3390447	1345.78
	"Navajo County, AZ"	"04017"	15033	1883708	798.05
	"Pima County, AZ"	"04019"	147371	16938659	870.03
	"Pinal County, AZ"	"04021"	37857	5405461	700.35
	"Santa Cruz County, AZ"	"04023"	4573	791144	578.02
	"Yavapai County, AZ"	"04025"	42955	3596131	1194.48
	"Yuma County, AZ"	"04027"	22509	3334475	675.04
	"Arkansas County, AR"	"05001"	4612	350932	1314.21
	"Ashley County, AR"	"05003"	4703	402688	1167.90
	"Baxter County, AR"	"05005"	11877	724566	1639.19
	"Benton County, AR"	"05007"	26258	3666675	716.13
	"Boone County, AR"	"05009"	7352	648134	1134.33
	"Bradley County, AR"	"05011"	2858	211395	1351.97
	"Calhoun County, AR"	"05013"	1122	98679	1137.02
	"Carroll County, AR"	"05015"	5035	480928	1046.93
	"Chicot County, AR"	"05017"	2987	222459	1342.72
	"Clark County, AR"	"05019"	4517	414414	1089.97
	"Clay County, AR"	"05021"	4288	293602	1460.48
	"Cleburne County, AR"	"05023"	6009	453751	1324.29
	"Cleveland County, AR"	"05025"	1723	155335	1109.22
	"Columbia County, AR"	"05027"	5508	446646	1233.19
	"Conway County, AR"	"05029"	4369	374748	1165.85
	"Craighead County, AR"	"05031"	15014	1668390	899.91
	"Crawford County, AR"	"05033"	9939	1060979	936.78
	"Crittenden County, AR"	"05035"	8986	905100	992.82
	"Cross County, AR"	"05037"	3911	329292	1187.70
	"Dallas County, AR"	"05039"	2129	150578	1413.89
	"Desha County, AR"	"05041"	2961	243561	1215.71
	"Drew County, AR"	"05043"	3379	335111	1008.32
	"Faulkner County, AR"	"05045"	13638	1898589	718.32
	"Franklin County, AR"	"05047"	3859	323059	1194.52
	"Fulton County, AR"	"05049"	2945	217168	1356.09
	"Garland County, AR"	"05051"	23425	1686111	1389.29
	"Grant County, AR"	"05053"	3154	313455	1006.21
	"Greene County, AR"	"05055"	7850	735568	1067.20
	"Hempstead County, AR"	"05057"	4463	409894	1088.82
	"Hot Spring County, AR"	"05059"	6509	579106	1123.97
	"Howard County, AR"	"05061"	3096	249114	1242.80
	"Independence County, AR"	"05063"	7148	643730	1110.40
	"Izard County, AR"	"05065"	3417	242532	1408.89
	"Jackson County, AR"	"05067"	4249	322887	1315.94
	"Jefferson County, AR"	"05069"	15484	1409018	1098.92
	"Johnson County, AR"	"05071"	4520	444991	1015.75
	"Lafayette County, AR"	"05073"	1936	140257	1380.32
	"Lawrence County, AR"	"05075"	4185	312263	1340.22
	"Lee County, AR"	"05077"	2367	197163	1200.53
	"Lincoln County, AR"	"05079"	2327	256626	906.77
	"Little River County, AR"	"05081"	2917	235388	1239.23
	"Logan County, AR"	"05083"	4976	402485	1236.32
	"Lonoke County, AR"	"05085"	9831	1143781	859.52
	"Madison County, AR"	"05087"	2870	271978	1055.23
	"Marion County, AR"	"05089"	3818	295963	1290.03
	"Miller County, AR"	"05091"	7612	764944	995.11
	"Mississippi County, AR"	"05093"	9712	849955	1142.65
	"Monroe County, AR"	"05095"	2271	156619	1450.02
	"Montgomery County, AR"	"05097"	2185	166984	1308.51
	"Nevada County, AR"	"05099"	2158	166169	1298.68
	"Newton County, AR"	"05101"	1657	149916	1105.29
	"Ouachita County, AR"	"05103"	6625	475880	1392.16
	"Perry County, AR"	"05105"	2145	185829	1154.29
	"Phillips County, AR"	"05107"	5423	410012	1322.64
	"Pike County, AR"	"05109"	2480	201551	1230.46
	"Poinsett County, AR"	"05111"	5896	445756	1322.70
	"Polk County, AR"	"05113"	4700	365644	1285.40
	"Pope County, AR"	"05115"	9662	1069289	903.59
	"Prairie County, AR"	"05117"	2024	159962	1265.30
	"Pulaski County, AR"	"05119"	61248	6779345	903.45
	"Randolph County, AR"	"05121"	4039	323077	1250.17
	"St. Francis County, AR"	"05123"	5391	508160	1060.89
	"Saline County, AR"	"05125"	15678	1810814	865.80
	"Scott County, AR"	"05127"	2254	197249	1142.72
	"Searcy County, AR"	"05129"	1965	145866	1347.13
	"Sebastian County, AR"	"05131"	21250	2200104	965.86
	"Sevier County, AR"	"05133"	2919	297174	982.25
	"Sharp County, AR"	"05135"	4640	310241	1495.61
	"Stone County, AR"	"05137"	2753	218035	1262.64
	"Union County, AR"	"05139"	9969	766191	1301.11
	"Van Buren County, AR"	"05141"	4082	302861	1347.81
	"Washington County, AR"	"05143"	23570	3466796	679.88
	"White County, AR"	"05145"	13600	1328478	1023.73
	"Woodruff County, AR"	"05147"	2087	138216	1509.96
	"Yell County, AR"	"05149"	4449	387731	1147.45
	"Alameda County, CA"	"06001"	170584	27088197	629.74
	"Alpine County, CA"	"06003"	149	21339	698.25
	"Amador County, CA"	"06005"	7330	668718	1096.13
	"Butte County, CA"	"06007"	40336	3891540	1036.50
	"Calaveras County, CA"	"06009"	7928	796917	994.83
	"Colusa County, CA"	"06011"	2550	369934	689.31
	"Contra Costa County, CA"	"06013"	126742	18541578	683.56
	"Del Norte County, CA"	"06015"	4915	502591	977.93
	"El Dorado County, CA"	"06017"	23524	3142956	748.47
	"Fresno County, CA"	"06019"	108817	16109944	675.46
	"Glenn County, CA"	"06021"	4308	495152	870.04
	"Humboldt County, CA"	"06023"	22630	2377720	951.75
	"Imperial County, CA"	"06025"	17097	2939937	581.54
	"Inyo County, CA"	"06027"	3770	330311	1141.35
	"Kern County, CA"	"06029"	96029	14181056	677.16
	"Kings County, CA"	"06031"	13984	2610875	535.61
	"Lake County, CA"	"06033"	14355	1133048	1266.94
	"Lassen County, CA"	"06035"	4069	607027	670.32
	"Los Angeles County, CA"	"06037"	1072024	176589074	607.07
	"Madera County, CA"	"06039"	17464	2566040	680.58
	"Marin County, CA"	"06041"	33123	4515423	733.55
	"Mariposa County, CA"	"06043"	3160	319834	988.01
	"Mendocino County, CA"	"06045"	14899	1572221	947.64
	"Merced County, CA"	"06047"	27181	4410116	616.33
	"Modoc County, CA"	"06049"	1940	169029	1147.73
	"Mono County, CA"	"06051"	861	246412	349.41
	"Monterey County, CA"	"06053"	42821	7445393	575.13
	"Napa County, CA"	"06055"	21996	2405710	914.32
	"Nevada County, CA"	"06057"	16806	1743525	963.91
	"Orange County, CA"	"06059"	315954	53800896	587.27
	"Placer County, CA"	"06061"	45469	5826581	780.37
	"Plumas County, CA"	"06063"	4008	361876	1107.56
	"Riverside County, CA"	"06065"	252806	36306299	696.31
	"Sacramento County, CA"	"06067"	180845	24839826	728.04
	"San Benito County, CA"	"06069"	5033	997677	504.47
	"San Bernardino County, CA"	"06071"	220502	35256580	625.42
	"San Diego County, CA"	"06073"	357157	54665674	653.35
	"San Francisco County, CA"	"06075"	106470	14408253	738.95
	"San Joaquin County, CA"	"06077"	85769	11877799	722.10
	"San Luis Obispo County, CA"	"06079"	38690	4756823	813.36
	"San Mateo County, CA"	"06081"	83869	12910827	649.60
	"Santa Barbara County, CA"	"06083"	52722	7529180	700.24
	"Santa Clara County, CA"	"06085"	163912	31642660	518.01
	"Santa Cruz County, CA"	"06087"	30074	4679980	642.61
	"Shasta County, CA"	"06089"	35713	3144100	1135.87
	"Sierra County, CA"	"06091"	674	59093	1140.58
	"Siskiyou County, CA"	"06093"	9661	796354	1213.15
	"Solano County, CA"	"06095"	50433	7434244	678.39
	"Sonoma County, CA"	"06097"	69453	8587373	808.78
	"Stanislaus County, CA"	"06099"	67054	9025208	742.96
	"Sutter County, CA"	"06101"	13020	1618036	804.68
	"Tehama County, CA"	"06103"	11001	1095385	1004.30
	"Trinity County, CA"	"06105"	2732	239907	1138.77
	"Tulare County, CA"	"06107"	50036	7552146	662.54
	"Tuolumne County, CA"	"06109"	10986	993982	1105.25
	"Ventura County, CA"	"06111"	90726	14508263	625.34
	"Yolo County, CA"	"06113"	21026	3476323	604.83
	"Yuba County, CA"	"06115"	9876	1233809	800.45
	"Adams County, CO"	"08001"	43248	7615339	567.91
	"Alamosa County, CO"	"08003"	2146	279751	767.11
	"Arapahoe County, CO"	"08005"	57152	9974146	573.00
	"Archuleta County, CO"	"08007"	1340	209085	640.89
	"Baca County, CO"	"08009"	1111	71279	1558.66
	"Bent County, CO"	"08011"	1121	108342	1034.69
	"Boulder County, CO"	"08013"	27757	5340377	519.76
	"Broomfield County, CO"	"08014"	3975	768770	517.06
	"Chaffee County, CO"	"08015"	2856	314913	906.92
	"Cheyenne County, CO"	"08017"	384	35182	1091.47
	"Clear Creek County, CO"	"08019"	887	165868	534.76
	"Conejos County, CO"	"08021"	1390	148896	933.54
	"Costilla County, CO"	"08023"	671	64654	1037.83
	"Crowley County, CO"	"08025"	778	101993	762.80
	"Custer County, CO"	"08027"	555	72862	761.71
	"Delta County, CO"	"08029"	6094	533998	1141.20
	"Denver County, CO"	"08031"	79519	10699259	743.22
	"Dolores County, CO"	"08033"	337	35156	958.58
	"Douglas County, CO"	"08035"	14473	4669759	309.93
	"Eagle County, CO"	"08037"	1673	877920	190.56
	"Elbert County, CO"	"08039"	1900	405704	468.32
	"El Paso County, CO"	"08041"	64271	10734031	598.76
	"Fremont County, CO"	"08043"	9132	841884	1084.71
	"Garfield County, CO"	"08045"	5148	941849	546.58
	"Gilpin County, CO"	"08047"	455	92903	489.76
	"Grand County, CO"	"08049"	1063	250697	424.02
	"Gunnison County, CO"	"08051"	1155	269928	427.89
	"Hinsdale County, CO"	"08053"	65	14489	448.62
	"Huerfano County, CO"	"08055"	1805	126625	1425.47
	"Jackson County, CO"	"08057"	207	25846	800.90
	"Jefferson County, CO"	"08059"	66049	9651827	684.32
	"Kiowa County, CO"	"08061"	360	26297	1368.98
	"Kit Carson County, CO"	"08063"	1362	146479	929.83
	"Lake County, CO"	"08065"	712	134448	529.57
	"La Plata County, CO"	"08067"	5097	890732	572.23
	"Larimer County, CO"	"08069"	31415	5225574	601.18
	"Las Animas County, CO"	"08071"	3139	272664	1151.23
	"Lincoln County, CO"	"08073"	966	101707	949.79
	"Logan County, CO"	"08075"	3643	391670	930.12
	"Mesa County, CO"	"08077"	23216	2455713	945.39
	"Mineral County, CO"	"08079"	105	13837	758.84
	"Moffat County, CO"	"08081"	1707	238022	717.16
	"Montezuma County, CO"	"08083"	4619	450168	1026.06
	"Montrose County, CO"	"08085"	6720	691809	971.37
	"Morgan County, CO"	"08087"	4470	501503	891.32
	"Otero County, CO"	"08089"	4191	343973	1218.41
	"Ouray County, CO"	"08091"	445	76248	583.62
	"Park County, CO"	"08093"	1327	287543	461.50
	"Phillips County, CO"	"08095"	930	79356	1171.93
	"Pitkin County, CO"	"08097"	796	292670	271.98
	"Prowers County, CO"	"08099"	2315	234966	985.25
	"Pueblo County, CO"	"08101"	27926	2769972	1008.17
	"Rio Blanco County, CO"	"08103"	883	114289	772.60
	"Rio Grande County, CO"	"08105"	2264	215569	1050.24
	"Routt County, CO"	"08107"	1542	400897	384.64
	"Saguache County, CO"	"08109"	779	111022	701.66
	"San Juan County, CO"	"08111"	61	11670	522.71
	"San Miguel County, CO"	"08113"	344	130971	262.65
	"Sedgwick County, CO"	"08115"	688	44812	1535.30
	"Summit County, CO"	"08117"	913	482304	189.30
	"Teller County, CO"	"08119"	2229	403614	552.26
	"Washington County, CO"	"08121"	921	87638	1050.91
	"Weld County, CO"	"08123"	24659	4258691	579.03
	"Yuma County, CO"	"08125"	1837	179099	1025.69
	"Fairfield County, CT"	"09001"	120837	16394845	737.04
	"Hartford County, CT"	"09003"	141871	15881082	893.33
	"Litchfield County, CT"	"09005"	30676	3362887	912.19
	"Middlesex County, CT"	"09007"	25098	2921373	859.12
	"New Haven County, CT"	"09009"	137829	15294293	901.18
	"New London County, CT"	"09011"	40397	4842786	834.17
	"Tolland County, CT"	"09013"	16802	2658973	631.90
	"Windham County, CT"	"09015"	17816	2073656	859.16
	"Kent County, DE"	"10001"	23431	2738510	855.61
	"New Castle County, DE"	"10003"	76086	9538943	797.64
	"Sussex County, DE"	"10005"	36478	3362917	1084.71
	"District of Columbia, DC"	"11001"	94156	10828119	869.55
	"Alachua County, FL"	"12001"	30077	4324480	695.51
	"Baker County, FL"	"12003"	3873	458661	844.41
	"Bay County, FL"	"12005"	28622	2971102	963.35
	"Bradford County, FL"	"12007"	4989	494076	1009.76
	"Brevard County, FL"	"12009"	106669	9534289	1118.79
	"Broward County, FL"	"12011"	272511	31521986	864.51
	"Calhoun County, FL"	"12013"	2739	251602	1088.62
	"Charlotte County, FL"	"12015"	40798	2849348	1431.84
	"Citrus County, FL"	"12017"	40532	2414896	1678.42
	"Clay County, FL"	"12019"	24534	3188382	769.48
	"Collier County, FL"	"12021"	48996	5577421	878.47
	"Columbia County, FL"	"12023"	12548	1153323	1087.99
	"DeSoto County, FL"	"12027"	5329	612446	870.12
	"Dixie County, FL"	"12029"	3406	278211	1224.25
	"Duval County, FL"	"12031"	129627	15251490	849.93
	"Escambia County, FL"	"12033"	53964	5413723	996.80
	"Flagler County, FL"	"12035"	16713	1490143	1121.57
	"Franklin County, FL"	"12037"	2188	199463	1096.95
	"Gadsden County, FL"	"12039"	8203	823662	995.92
	"Gilchrist County, FL"	"12041"	2994	288916	1036.29
	"Glades County, FL"	"12043"	1921	222271	864.26
	"Gulf County, FL"	"12045"	2910	276637	1051.92
	"Hamilton County, FL"	"12047"	2369	255736	926.35
	"Hardee County, FL"	"12049"	3687	488762	754.35
	"Hendry County, FL"	"12051"	5037	681017	739.63
	"Hernando County, FL"	"12053"	42449	2889793	1468.93
	"Highlands County, FL"	"12055"	24776	1718795	1441.47
	"Hillsborough County, FL"	"12057"	165856	21279027	779.43
	"Holmes County, FL"	"12059"	4255	350682	1213.35
	"Indian River County, FL"	"12061"	31045	2374333	1307.53
	"Jackson County, FL"	"12063"	9774	865794	1128.91
	"Jefferson County, FL"	"12065"	2780	252299	1101.87
	"Lafayette County, FL"	"12067"	1228	146124	840.38
	"Lake County, FL"	"12069"	59737	4978479	1199.90
	"Lee County, FL"	"12071"	105786	10452739	1012.04
	"Leon County, FL"	"12073"	29043	4780032	607.59
	"Levy County, FL"	"12075"	8702	692752	1256.15
	"Liberty County, FL"	"12077"	1100	141828	775.59
	"Madison County, FL"	"12079"	3922	340232	1152.74
	"Manatee County, FL"	"12081"	62151	5652231	1099.58
	"Marion County, FL"	"12083"	74046	5593272	1323.84
	"Martin County, FL"	"12085"	31027	2570935	1206.84
	"Miami-Dade County, FL"	"12086"	334150	44271531	754.77
	"Monroe County, FL"	"12087"	12526	1374281	911.46
	"Nassau County, FL"	"12089"	11571	1241421	932.08
	"Okaloosa County, FL"	"12091"	26969	3305285	815.94
	"Okeechobee County, FL"	"12093"	7300	695482	1049.63
	"Orange County, FL"	"12095"	121970	19730191	618.19
	"Osceola County, FL"	"12097"	29455	4489524	656.08
	"Palm Beach County, FL"	"12099"	244093	23172092	1053.39
	"Pasco County, FL"	"12101"	98968	7806291	1267.80
	"Pinellas County, FL"	"12103"	212377	16678563	1273.35
	"Polk County, FL"	"12105"	103504	10292483	1005.63
	"Putnam County, FL"	"12107"	16597	1310257	1266.70
	"St. Johns County, FL"	"12109"	25557	3152203	810.77
	"St. Lucie County, FL"	"12111"	47416	4566718	1038.29
	"Santa Rosa County, FL"	"12113"	20151	2606198	773.20
	"Sarasota County, FL"	"12115"	89923	6648913	1352.45
	"Seminole County, FL"	"12117"	51413	7400463	694.73
	"Sumter County, FL"	"12119"	19046	1511379	1260.17
	"Suwannee County, FL"	"12121"	8902	719068	1237.99
	"Taylor County, FL"	"12123"	4089	383788	1065.43
	"Union County, FL"	"12125"	3395	265165	1280.33
	"Volusia County, FL"	"12127"	110966	8749159	1268.30
	"Wakulla County, FL"	"12129"	4021	505308	795.75
	"Walton County, FL"	"12131"	9079	939231	966.64
	"Washington County, FL"	"12133"	4772	418507	1140.24
	"Appling County, GA"	"13001"	3424	323665	1057.88
	"Atkinson County, GA"	"13003"	1312	146016	898.53
	"Bacon County, GA"	"13005"	2234	193789	1152.80
	"Baker County, GA"	"13007"	609	66099	921.35
	"Baldwin County, GA"	"13009"	7147	825481	865.80
	"Banks County, GA"	"13011"	2369	306936	771.82
	"Barrow County, GA"	"13013"	8172	1122506	728.01
	"Bartow County, GA"	"13015"	13344	1674218	797.03
	"Ben Hill County, GA"	"13017"	3761	313670	1199.03
	"Berrien County, GA"	"13019"	3408	325365	1047.44
	"Bibb County, GA"	"13021"	30241	2778108	1088.55
	"Bleckley County, GA"	"13023"	2413	224618	1074.27
	"Brantley County, GA"	"13025"	2865	307124	932.85
	"Brooks County, GA"	"13027"	3374	289622	1164.97
	"Bryan County, GA"	"13029"	3668	519307	706.33
	"Bulloch County, GA"	"13031"	8040	1182866	679.71
	"Burke County, GA"	"13033"	4213	411222	1024.51
	"Butts County, GA"	"13035"	4093	402871	1015.96
	"Calhoun County, GA"	"13037"	1238	115171	1074.92
	"Camden County, GA"	"13039"	4829	871409	554.16
	"Candler County, GA"	"13043"	2329	188042	1238.55
	"Carroll County, GA"	"13045"	16084	1882752	854.28
	"Catoosa County, GA"	"13047"	9279	1100099	843.47
	"Charlton County, GA"	"13049"	1780	216280	823.01
	"Chatham County, GA"	"13051"	41041	4621071	888.13
	"Chattahoochee County, GA"	"13053"	621	237750	261.20
	"Chattooga County, GA"	"13055"	5326	459852	1158.20
	"Cherokee County, GA"	"13057"	19228	3511524	547.57
	"Clarke County, GA"	"13059"	12030	2039828	589.76
	"Clay County, GA"	"13061"	854	57737	1479.12
	"Clayton County, GA"	"13063"	25234	4639659	543.88
	"Clinch County, GA"	"13065"	1359	123334	1101.89
	"Cobb County, GA"	"13067"	64638	12096905	534.34
	"Coffee County, GA"	"13069"	6449	736212	875.97
	"Colquitt County, GA"	"13071"	8116	796399	1019.09
	"Columbia County, GA"	"13073"	12434	2090907	594.67
	"Cook County, GA"	"13075"	3219	299482	1074.86
	"Coweta County, GA"	"13077"	14347	2094268	685.06
	"Crawford County, GA"	"13079"	1922	227360	845.36
	"Crisp County, GA"	"13081"	4419	410282	1077.06
	"Dade County, GA"	"13083"	2966	290843	1019.79
	"Dawson County, GA"	"13085"	2841	368126	771.75
	"Decatur County, GA"	"13087"	5485	498616	1100.04
	"DeKalb County, GA"	"13089"	73301	12410225	590.65
	"Dodge County, GA"	"13091"	4005	372098	1076.33
	"Dooly County, GA"	"13093"	2127	242363	877.61
	"Dougherty County, GA"	"13095"	15900	1696989	936.95
	"Douglas County, GA"	"13097"	13866	2163568	640.89
	"Early County, GA"	"13099"	2572	204043	1260.52
	"Echols County, GA"	"13101"	440	70640	622.88
	"Effingham County, GA"	"13103"	5831	870172	670.10
	"Elbert County, GA"	"13105"	4453	362904	1227.05
	"Emanuel County, GA"	"13107"	4759	399657	1190.77
	"Evans County, GA"	"13109"	2084	194606	1070.88
	"Fannin County, GA"	"13111"	5127	406466	1261.36
	"Fayette County, GA"	"13113"	12090	1850457	653.35
	"Floyd County, GA"	"13115"	18096	1702191	1063.10
	"Forsyth County, GA"	"13117"	13508	2825676	478.04
	"Franklin County, GA"	"13119"	4615	389865	1183.74
	"Fulton County, GA"	"13121"	111166	16061998	692.11
	"Gilmer County, GA"	"13123"	4503	486920	924.79
	"Glascock County, GA"	"13125"	726	51866	1399.76
	"Glynn County, GA"	"13127"	13722	1368733	1002.53
	"Gordon County, GA"	"13129"	8102	934464	867.02
	"Grady County, GA"	"13131"	4489	440620	1018.79
	"Greene County, GA"	"13133"	3142	282197	1113.41
	"Gwinnett County, GA"	"13135"	56829	13562326	419.02
	"Habersham County, GA"	"13137"	6738	733866	918.15
	"Hall County, GA"	"13139"	21485	3051083	704.18
	"Hancock County, GA"	"13141"	1803	170422	1057.96
	"Haralson County, GA"	"13143"	5726	501464	1141.86
	"Harris County, GA"	"13145"	4052	529772	764.86
	"Hart County, GA"	"13147"	5023	442004	1136.42
	"Heard County, GA"	"13149"	2010	206077	975.36
	"Henry County, GA"	"13151"	19405	3229743	600.82
	"Houston County, GA"	"13153"	16634	2382571	698.15
	"Irwin County, GA"	"13155"	1895	173174	1094.28
	"Jackson County, GA"	"13157"	8662	978182	885.52
	"Jasper County, GA"	"13159"	2135	234330	911.11
	"Jeff Davis County, GA"	"13161"	2746	254284	1079.89
	"Jefferson County, GA"	"13163"	3751	302206	1241.21
	"Jenkins County, GA"	"13165"	1773	155135	1142.88
	"Johnson County, GA"	"13167"	1800	172142	1045.65
	"Jones County, GA"	"13169"	3783	489657	772.58
	"Lamar County, GA"	"13171"	3324	312579	1063.41
	"Lanier County, GA"	"13173"	1366	162093	842.73
	"Laurens County, GA"	"13175"	9090	846761	1073.50
	"Lee County, GA"	"13177"	2875	491061	585.47
	"Liberty County, GA"	"13179"	5350	1140652	469.03
	"Lincoln County, GA"	"13181"	1639	145348	1127.64
	"Long County, GA"	"13183"	1367	242723	563.19
	"Lowndes County, GA"	"13185"	13912	1864026	746.34
	"Lumpkin County, GA"	"13187"	3746	492037	761.32
	"McDuffie County, GA"	"13189"	4211	386758	1088.79
	"McIntosh County, GA"	"13191"	2062	234069	880.94
	"Macon County, GA"	"13193"	2743	255939	1071.74
	"Madison County, GA"	"13195"	4707	493332	954.12
	"Marion County, GA"	"13197"	1392	145843	954.45
	"Meriwether County, GA"	"13199"	4577	397901	1150.29
	"Miller County, GA"	"13201"	1490	110179	1352.34
	"Mitchell County, GA"	"13205"	4235	421417	1004.94
	"Monroe County, GA"	"13207"	4052	450461	899.52
	"Montgomery County, GA"	"13209"	1436	160187	896.45
